"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"1811"	"O60499"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}."	NA	"TOPO_DOM 2..228; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 229..249; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"1812"	"Q86Y82"	"SUBCELLULAR LOCATION: Endosome membrane {ECO:0000250|UniProtKB:G3V7P1}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:G3V7P1}. Golgi apparatus membrane {ECO:0000250|UniProtKB:G3V7P1}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:G3V7P1}. Endomembrane system {ECO:0000250|UniProtKB:G3V7P1}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:G3V7P1}; Cytoplasmic side {ECO:0000250|UniProtKB:G3V7P1}. Early endosome membrane {ECO:0000250|UniProtKB:G3V7P1}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:G3V7P1}. Recycling endosome membrane {ECO:0000250|UniProtKB:G3V7P1}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:G3V7P1}."	NA	"TOPO_DOM 2..248; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 270..276; /note=Vesicular; /evidence=ECO:0000255"	"TRANSMEM 249..269; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"1813"	"O14662"	"SUBCELLULAR LOCATION: Golgi apparatus membrane; Single-pass type IV membrane protein.; SUBCELLULAR LOCATION: [Isoform C]: Cytoplasm."	NA	"TOPO_DOM 1..301; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 323..325; /note=Vesicular; /evidence=ECO:0000255"	"TRANSMEM 302..322; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"1814"	"Q16623"	"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:O35526}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:O35526}. Synapse, synaptosome {ECO:0000250|UniProtKB:O35526}. Cell membrane {ECO:0000250|UniProtKB:P32851}. Note=Colocalizes with KCNB1 at the cell membrane. {ECO:0000250|UniProtKB:P32851}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 1..265; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 287..288; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 266..286; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"1815"	"P61266"	"SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Nucleus {ECO:0000269|PubMed:18691641}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:18691641}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:18691641}. Note=Colocalizes with Lamin A/C and NuMA in interphasic nuclei, and with NuMA and gamma-tubulin in the pericentrosomal region of the mitotic spindle in dividing cells."	NA	"TOPO_DOM 1..264; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 265..288; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"1816"	"P32856"	"SUBCELLULAR LOCATION: Membrane; Single-pass type IV membrane protein."	NA	"TOPO_DOM 1..264; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 265..288; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"1817"	"Q13277"	"SUBCELLULAR LOCATION: [Isoform A]: Apical cell membrane {ECO:0000269|PubMed:24726755}; Single-pass type IV membrane protein {ECO:0000305}. Note=Localized to the inner and outer plexiform layers, the cell body and the inner segments of photoreceptors. {ECO:0000250|UniProtKB:Q64704}.; SUBCELLULAR LOCATION: [Isoform 3]: Nucleus {ECO:0000269|PubMed:29475951}."	NA	"TOPO_DOM 1..263; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 285..289; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 264..284; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"1818"	"Q9UNK0"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}. Note=Preferentially associated with the early endosome. To a lesser extent, also present in late endosome, the plasma membrane and coated pits (By similarity). {ECO:0000250}."	NA	"TOPO_DOM 1..215; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 233..236; /note=Vesicular; /evidence=ECO:0000255"	"TRANSMEM 216..232; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"1821"	"Q5VX71"	"SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305|PubMed:23482636}."	NA	"TOPO_DOM 42..319; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 341..490; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 320..340; /note=Helical; /evidence=ECO:0000255"
"1822"	"O60279"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 36..574; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 596..629; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 575..595; /note=Helical; /evidence=ECO:0000255"
"1824"	"Q9NX95"	"SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm, cytoskeleton. Cytoplasmic vesicle. Note=Colocalizes with syntaxin vesicles along microtubules in neuronal processes.; SUBCELLULAR LOCATION: [Isoform 3]: Golgi apparatus membrane; Single-pass membrane protein.; SUBCELLULAR LOCATION: [Isoform 4]: Golgi apparatus membrane; Single-pass membrane protein.; SUBCELLULAR LOCATION: [Isoform 5]: Golgi apparatus membrane; Single-pass membrane protein."	NA	NA	"TRANSMEM 606..626; /note=Helical; /evidence=ECO:0000255"
"1828"	"Q9H7V2"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type II membrane protein. Early endosome membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Postsynaptic density membrane {ECO:0000250}. Synapse {ECO:0000250}. Cell projection, dendrite {ECO:0000250}. Cell projection, dendritic spine {ECO:0000250}. Note=Shuttles between the cell surface and early endosome membrane. {ECO:0000250}."	"INTRAMEM 229..249; /note=Helical; /evidence=ECO:0000255"	"TOPO_DOM 1..181; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 203..228; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 250..258; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 182..202; /note=Helical; /evidence=ECO:0000255"
"1831"	"Q6XYQ8"	"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000250|UniProtKB:Q9R0N4}; Single-pass membrane protein {ECO:0000255}. Note=Localizes to neuronal vesicles containing IGF1 that are not enriched at synapses. Does not colocalize with synaptic vesicles or with the Golgi apparatus. {ECO:0000250|UniProtKB:Q9R0N4}."	NA	"TOPO_DOM 1..55; /note=Vesicular; /evidence=ECO:0000255; TOPO_DOM 77..523; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 56..76; /note=Helical; /evidence=ECO:0000255"
"1832"	"Q7L8C5"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..6; /note=Vesicular; /evidence=ECO:0000255; TOPO_DOM 30..426; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 7..29; /note=Helical; /evidence=ECO:0000255"
"1833"	"Q8NB59"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:21835308}; Single-pass type III membrane protein {ECO:0000269|PubMed:21835308}. Note=Localized in perinuclear and submembranous regions."	NA	"TOPO_DOM 1..24; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 48..555; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 25..47; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"1834"	"Q9H2B2"	"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, neuronal dense core vesicle membrane {ECO:0000250|UniProtKB:P50232}; Single-pass membrane protein {ECO:0000250|UniProtKB:P50232}."	NA	"TOPO_DOM 1..16; /note=Vesicular; /evidence=ECO:0000255; TOPO_DOM 38..425; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 17..37; /note=Helical; /evidence=ECO:0000255"
"1835"	"Q5T7P8"	"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:Q9R0N8}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q9R0N8}.; SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000250|UniProtKB:Q9R0N8}; Single-pass membrane protein {ECO:0000250}. Note=Localized predominantly to endoplasmic reticulum (ER) and/or Golgi-like perinuclear compartment (By similarity). {ECO:0000250|UniProtKB:Q9R0N8}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9R0N8}. Cell membrane {ECO:0000250|UniProtKB:Q9R0N8}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9R0N8}."	NA	"TOPO_DOM 1..59; /note=Vesicular; /evidence=ECO:0000255; TOPO_DOM 81..510; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 60..80; /note=Helical; /evidence=ECO:0000255"
"1841"	"P09758"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 27..274; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 298..323; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 275..297; /note=Helical; /evidence=ECO:0000255"
"1879"	"Q6PEX7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 15..35; /note=Helical; /evidence=ECO:0000255"
"1884"	"P01135"	"SUBCELLULAR LOCATION: [Transforming growth factor alpha]: Secreted, extracellular space.; SUBCELLULAR LOCATION: [Protransforming growth factor alpha]: Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 24..98; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 125..160; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 99..124; /note=Helical; /evidence=ECO:0000255"
"1888"	"H3BV60"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..268; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 290..316; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 269..289; /note=Helical; /evidence=ECO:0000255"
"1910"	"Q15363"	"SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000255}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000269|PubMed:9472029}; Single-pass type I membrane protein {ECO:0000255}. Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:10852829, ECO:0000269|PubMed:12237308}; Single-pass type I membrane protein {ECO:0000255}. Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:10852829, ECO:0000269|PubMed:12237308}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:10852829, ECO:0000269|PubMed:12237308}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:12237308}; Single-pass type I membrane protein {ECO:0000255}. Note=Cycles between compartments of the early secretatory pathway. {ECO:0000269|PubMed:12237308}."	NA	"TOPO_DOM 21..168; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 190..201; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 169..189; /note=Helical; /evidence=ECO:0000255"
"1912"	"Q8N9M5"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17828305}; Single-pass membrane protein {ECO:0000269|PubMed:17828305}. Note=Although it is found at the cell surface, the majority of the molecules seems to be located in intracellular compartments."	NA	"TOPO_DOM 1..260; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 279..508; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 261..278; /note=Helical; /evidence=ECO:0000255"
"1915"	"Q8N131"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 27..166; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 188..208; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 167..187; /note=Helical; /evidence=ECO:0000255"
"1917"	"A2VDJ0"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23690469}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:23690469}. Note=During intrathymic development, resides in punctate cytoplasmic structures in DN1 and DN2 cells. In DN3 cells, found in large crescent-shaped membrane structures, which preferentially localize in cell-to-cell contact zones. {ECO:0000269|PubMed:23690469}.; SUBCELLULAR LOCATION: [Isoform 1]: Endoplasmic reticulum {ECO:0000269|PubMed:23690469}. Note=Transmembrane localization is essential for Wnt signaling inhibition. {ECO:0000269|PubMed:23690469}.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasm {ECO:0000269|PubMed:23690469}. Note=Scattered throughout the cytoplasm in small-sized punctate structures. {ECO:0000269|PubMed:23690469}."	NA	"TOPO_DOM 41..869; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 891..1609; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 870..890; /note=Helical; /evidence=ECO:0000255"
"1922"	"Q8TBQ9"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:19942856}; Single-pass type I membrane protein {ECO:0000269|PubMed:19942856}."	NA	"TOPO_DOM 27..53; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 72; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 54..71; /note=Helical; /evidence=ECO:0000255"
"1935"	"Q86YD3"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: Late endosome {ECO:0000250|UniProtKB:Q9DCF1}. Lysosome {ECO:0000250|UniProtKB:Q9DCF1}."	NA	"TOPO_DOM 27..232; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 254..366; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 233..253; /note=Helical; /evidence=ECO:0000255"
"1949"	"Q9P0T7"	"SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:12359240, ECO:0000305|PubMed:30374053}; Single-pass type I membrane protein {ECO:0000255}. Late endosome membrane {ECO:0000269|PubMed:12359240, ECO:0000269|PubMed:30374053}; Single-pass type I membrane protein {ECO:0000255}. Endosome, multivesicular body membrane {ECO:0000269|PubMed:30374053}; Single-pass type I membrane protein {ECO:0000255}."	NA	"TOPO_DOM 21..89; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 111..183; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 90..110; /note=Helical; /evidence=ECO:0000255"
"1950"	"Q8NEW7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 28..57; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 79..156; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 58..78; /note=Helical; /evidence=ECO:0000255"
"1955"	"O43508"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12411489}; Single-pass type II membrane protein {ECO:0000269|PubMed:12411489}.; SUBCELLULAR LOCATION: [Tumor necrosis factor ligand superfamily member 12, secreted form]: Secreted.; SUBCELLULAR LOCATION: [Isoform TWE-PRIL]: Cell membrane; Single-pass membrane protein."	NA	"TOPO_DOM 1..21; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 43..249; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 22..42; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1956"	"Q9Y275"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type II membrane protein.; SUBCELLULAR LOCATION: [Tumor necrosis factor ligand superfamily member 13b, soluble form]: Secreted."	NA	"TOPO_DOM 1..46; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 68..285; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 47..67; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1957"	"O43557"	"SUBCELLULAR LOCATION: [Tumor necrosis factor ligand superfamily member 14, membrane form]: Cell membrane; Single-pass type II membrane protein.; SUBCELLULAR LOCATION: [Tumor necrosis factor ligand superfamily member 14, soluble form]: Secreted.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm."	NA	"TOPO_DOM 1..37; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 59..240; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 38..58; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1958"	"P23510"	"SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein."	NA	"TOPO_DOM 1..23; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 51..183; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 24..50; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1979"	"Q9Y228"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:30573680}. Golgi apparatus membrane {ECO:0000269|PubMed:26195727}; Single-pass type IV membrane protein {ECO:0000305}. Lysosome membrane {ECO:0000250|UniProtKB:Q8C0G2}. Mitochondrion outer membrane {ECO:0000269|PubMed:31390091}. Note=Accumulates on the mitochondria after virus infection. {ECO:0000269|PubMed:31390091}."	NA	"TOPO_DOM 1..526; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 545..551; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 527..544; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"1990"	"Q9NZC2"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:24078628, ECO:0000269|PubMed:24990881, ECO:0000269|PubMed:25615530, ECO:0000269|PubMed:27589997, ECO:0000269|PubMed:27995897, ECO:0000269|PubMed:28768830, ECO:0000269|PubMed:28855300, ECO:0000269|PubMed:28855301}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 19..174; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 196..230; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 175..195; /note=Helical; /evidence=ECO:0000255"
"2023"	"P14679"	"SUBCELLULAR LOCATION: Melanosome membrane {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}; Single-pass type I membrane protein {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000250|UniProtKB:P11344}. Note=Proper trafficking to melanosome is regulated by SGSM2, ANKRD27, RAB9A, RAB32 and RAB38. {ECO:0000250|UniProtKB:P11344}."	NA	"TOPO_DOM 19..476; /note=Lumenal, melanosome; /evidence=ECO:0000255; TOPO_DOM 498..529; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 477..497; /note=Helical; /evidence=ECO:0000255"
"2024"	"P17643"	"SUBCELLULAR LOCATION: Melanosome membrane {ECO:0000250|UniProtKB:P07147}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P07147}. Note=Located to mature stage III and IV melanosomes and apposed endosomal tubular membranes. Transported to pigmented melanosomes by the BLOC-1 complex. Proper trafficking to melanosome is regulated by SGSM2, ANKRD27, RAB9A, RAB32 and RAB38. {ECO:0000250|UniProtKB:P07147}."	NA	"TOPO_DOM 25..477; /note=Lumenal, melanosome; /evidence=ECO:0000255; TOPO_DOM 502..537; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 478..501; /note=Helical; /evidence=ECO:0000255"
"2034"	"P19224"	"SUBCELLULAR LOCATION: Microsome. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 490..506; /note=Helical; /evidence=ECO:0000255"
"2035"	"Q6NUS8"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 23..483; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 505..523; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 484..504; /note=Helical; /evidence=ECO:0000255"
"2056"	"P51809"	"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}. Late endosome membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}. Lysosome membrane {ECO:0000269|PubMed:17897319}; Single-pass type IV membrane protein {ECO:0000269|PubMed:17897319}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}. Cytoplasmic vesicle, phagosome membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}. Synapse, synaptosome {ECO:0000250}. Note=In immature neurons expression is localized in vesicular structures in axons and dendrites while in mature neurons it is localized to the somatodendritic region. Colocalizes with LAMP1 in kidney cells. Localization to the endoplasmic reticulum membrane was observed in the intestine but not in liver or kidney (By similarity). {ECO:0000250}."	NA	"TOPO_DOM 2..188; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 210..220; /note=Vesicular; /evidence=ECO:0000255"	"TRANSMEM 189..209; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"2061"	"P98155"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23701949, ECO:0000269|PubMed:34929721}; Single-pass type I membrane protein. Membrane, clathrin-coated pit; Single-pass type I membrane protein."	NA	"TOPO_DOM 28..797; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 820..873; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 798..819; /note=Helical; /evidence=ECO:0000255"
"2075"	"Q86XK7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 22..232; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 254..387; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 233..253; /note=Helical; /evidence=ECO:0000255"
"2076"	"Q6UX27"	"SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000269|PubMed:22960280}."	NA	"TOPO_DOM 17..135; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 157..236; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 136..156; /note=Helical; /evidence=ECO:0000255"
"2077"	"Q8IW00"	"SUBCELLULAR LOCATION: [Peptide Lv]: Secreted {ECO:0000250|UniProtKB:T1NXB5}.; SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 24..180; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 202..320; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 181..201; /note=Helical; /evidence=ECO:0000255"
"2079"	"Q96AJ9"	"SUBCELLULAR LOCATION: Cytoplasmic vesicle {ECO:0000269|PubMed:19138172}. Golgi apparatus membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..192; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 214..217; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 193..213; /note=Helical; /evidence=ECO:0000255"
"2080"	"Q9UEU0"	"SUBCELLULAR LOCATION: Early endosome membrane {ECO:0000269|PubMed:18033301}; Single-pass type IV membrane protein {ECO:0000255}. Late endosome membrane {ECO:0000269|PubMed:18033301, ECO:0000269|PubMed:23217709}; Single-pass type IV membrane protein {ECO:0000269|PubMed:23217709}. Lysosome membrane {ECO:0000269|PubMed:18033301, ECO:0000269|PubMed:23217709}. Cytoplasmic granule {ECO:0000269|PubMed:23217709}. Recycling endosome membrane {ECO:0000269|PubMed:18033301}; Single-pass type IV membrane protein {ECO:0000255}."	NA	"TOPO_DOM 2..208; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 230..232; /note=Vesicular; /evidence=ECO:0000255"	"TRANSMEM 209..229; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
