"","Subcellular.location..CC.","Intramembrane","Topological.domain","Transmembrane"
"Q9NZC3","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9JL55}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:Q9JL55}; Multi-pass membrane protein {ECO:0000255}. Note=Perinuclear vesicles and cell membrane. {ECO:0000250|UniProtKB:Q9JL55}.",NA,"TOPO_DOM 1..3; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 25..247; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 269..331; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 4..24; /note=Helical; /evidence=ECO:0000255; TRANSMEM 248..268; /note=Helical; /evidence=ECO:0000255"
"P55107","SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P97737}.",NA,NA,NA
"O95390","SUBCELLULAR LOCATION: Secreted {ECO:0000305}.",NA,NA,NA
"Q6KF10","SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:23307924}.",NA,NA,NA
"Q7Z4P5","SUBCELLULAR LOCATION: Secreted {ECO:0000250}.",NA,NA,NA
"P39905","SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:21994944, ECO:0000269|PubMed:9811930}.",NA,NA,NA
"O94808",NA,NA,NA,NA
"Q9UJY5","SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:15886016}; Peripheral membrane protein. Endosome membrane {ECO:0000269|PubMed:15886016}; Peripheral membrane protein. Early endosome membrane {ECO:0000269|PubMed:15886016}; Peripheral membrane protein {ECO:0000305}.",NA,NA,NA
"P19440","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23682772, ECO:0000269|PubMed:8095045}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P07314}.",NA,"TOPO_DOM 1..4; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P07314; TOPO_DOM 27..569; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P07314","TRANSMEM 5..26; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000250|UniProtKB:P07314"
"P36268","SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:23682772}. Endoplasmic reticulum {ECO:0000269|PubMed:23682772}. Note=Co-localizes with calnexin in the endoplasmic reticulum.",NA,NA,NA
"Q9UJ14","SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:P19440}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P07314}.",NA,"TOPO_DOM 1..106; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P07314; TOPO_DOM 128..662; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P07314","TRANSMEM 107..127; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"O75420",NA,NA,NA,NA
"Q9NUV9","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:23454188}.",NA,NA,NA
"Q8NHV1","SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:23454188}. Cytoplasm {ECO:0000269|PubMed:23454188}. Endoplasmic reticulum {ECO:0000269|PubMed:15474311}. Golgi apparatus {ECO:0000269|PubMed:15474311}. Note=Colocalizes with GIMAP2 on the surface of cytoplasmic lipid droplets.",NA,NA,NA
"P48546","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 22..138; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 162..169; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 190..217; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 243..254; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 279..293; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 320..341; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 363..377; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 399..466; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 139..161; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 170..189; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 218..242; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 255..278; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 294..319; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 342..362; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 378..398; /note=Helical; Name=7; /evidence=ECO:0000255"
"P17302","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:22411987, ECO:0000269|PubMed:25398053}; Multi-pass membrane protein {ECO:0000255}. Cell junction, gap junction {ECO:0000269|PubMed:22411987, ECO:0000269|PubMed:25398053}. Endoplasmic reticulum {ECO:0000250|UniProtKB:P23242}. Note=Localizes at the intercalated disk (ICD) in cardiomyocytes and the proper localization at ICD is dependent on TMEM65. {ECO:0000250|UniProtKB:P23242}.",NA,"TOPO_DOM 2..23; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P08050; TOPO_DOM 45..76; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P08050; TOPO_DOM 98..155; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P08050; TOPO_DOM 177..207; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P08050; TOPO_DOM 229..382; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P08050","TRANSMEM 24..44; /note=Helical; /evidence=ECO:0000255; TRANSMEM 77..97; /note=Helical; /evidence=ECO:0000255; TRANSMEM 156..176; /note=Helical; /evidence=ECO:0000255; TRANSMEM 208..228; /note=Helical; /evidence=ECO:0000255"
"O75712","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cell junction, gap junction.",NA,"TOPO_DOM 1..20; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 41..75; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 99..126; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 150..187; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 211..270; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 21..40; /note=Helical; /evidence=ECO:0000255; TRANSMEM 76..98; /note=Helical; /evidence=ECO:0000255; TRANSMEM 127..149; /note=Helical; /evidence=ECO:0000255; TRANSMEM 188..210; /note=Helical; /evidence=ECO:0000255"
"P16278","SUBCELLULAR LOCATION: [Isoform 1]: Lysosome {ECO:0000269|PubMed:2511208, ECO:0000269|PubMed:3084261}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm, perinuclear region {ECO:0000269|PubMed:2511208}. Note=Localized to the perinuclear area of the cytoplasm but not to lysosomes. {ECO:0000269|PubMed:2511208}.",NA,NA,NA
"Q8IW92","SUBCELLULAR LOCATION: Secreted {ECO:0000305}.",NA,NA,NA
"Q6ZMI3","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q80WL1, ECO:0000269|PubMed:27616481}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q80WL1}. Cell projection, axon {ECO:0000250|UniProtKB:Q80WL1}. Note=Detected at the nodes of Ranvier. Detected at immature heminodes. {ECO:0000250|UniProtKB:Q80WL1}.; SUBCELLULAR LOCATION: [Gliomedin shedded ectodomain]: Secreted {ECO:0000250|UniProtKB:Q80WL1}. Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:Q80WL1}. Note=Proteolytic processing gives rise to a soluble extracellular domain that is secreted. The gliomedin shedded ectodomain localizes to the nodes of Ranvier. {ECO:0000250|UniProtKB:Q80WL1}.",NA,"TOPO_DOM 1..17; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 40..551; /note=Extracellular; /evidence=ECO:0000255","TRANSMEM 18..39; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"P10071","SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Cell projection, cilium. Note=GLI3FL is localized predominantly in the cytoplasm while GLI3R resides mainly in the nucleus. Ciliary accumulation requires the presence of KIF7 and SMO. Translocation to the nucleus is promoted by interaction with ZIC1.",NA,NA,NA
"Q4G1C9","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 254..274; /note=Helical; /evidence=ECO:0000255"
"Q9H4G4","SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:11865038}; Lipid-anchor {ECO:0000269|PubMed:11865038}. Note=Binds lipid-enriched microdomains of Golgi membranes not only by ionic interactions but also through the myristate.",NA,NA,NA
"P23415","SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000250|UniProtKB:Q64018}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q64018}. Synapse {ECO:0000250|UniProtKB:Q64018}. Perikaryon {ECO:0000250|UniProtKB:Q64018}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q64018}. Cell membrane {ECO:0000269|PubMed:14551753, ECO:0000269|PubMed:16144831, ECO:0000269|PubMed:2155780, ECO:0000269|PubMed:22715885, ECO:0000269|PubMed:22973015, ECO:0000269|PubMed:24108130, ECO:0000269|PubMed:25445488, ECO:0000269|PubMed:25730860, ECO:0000269|PubMed:25973519, ECO:0000269|PubMed:7920629, ECO:0000269|PubMed:7925268, ECO:0000269|PubMed:9009272}; Multi-pass membrane protein {ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860, ECO:0000305|PubMed:2155780}.",NA,"TOPO_DOM 29..250; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 273..277; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860; TOPO_DOM 299..309; /note=Extracellular; /evidence=ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860; TOPO_DOM 331..425; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:23994010; TOPO_DOM 447..457; /note=Extracellular; /evidence=ECO:0000305","TRANSMEM 251..272; /note=Helical; Name=1; /evidence=ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860; TRANSMEM 278..298; /note=Helical; Name=2; /evidence=ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860; TRANSMEM 310..330; /note=Helical; Name=3; /evidence=ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860; TRANSMEM 426..446; /note=Helical; Name=4; /evidence=ECO:0000269|PubMed:23994010"
"P23416","SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000250|UniProtKB:Q7TNC8}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P23415}. Synapse {ECO:0000250|UniProtKB:Q7TNC8}. Cell membrane {ECO:0000269|PubMed:15302677, ECO:0000269|PubMed:16144831, ECO:0000269|PubMed:2155780, ECO:0000269|PubMed:23895467, ECO:0000269|PubMed:25445488, ECO:0000269|PubMed:26370147}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P23415}. Cell projection {ECO:0000250|UniProtKB:Q7TNC8}.",NA,"TOPO_DOM 28..256; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P23415; TOPO_DOM 279..283; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P23415; TOPO_DOM 305..315; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P23415; TOPO_DOM 337..420; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P23415; TOPO_DOM 442..452; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P23415","TRANSMEM 257..278; /note=Helical; Name=1; /evidence=ECO:0000250|UniProtKB:P23415; TRANSMEM 284..304; /note=Helical; Name=2; /evidence=ECO:0000250|UniProtKB:P23415; TRANSMEM 316..336; /note=Helical; Name=3; /evidence=ECO:0000250|UniProtKB:P23415; TRANSMEM 421..441; /note=Helical; Name=4; /evidence=ECO:0000250|UniProtKB:P23415"
"O75311","SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000250|UniProtKB:P24524}; Multi-pass membrane protein {ECO:0000305}. Perikaryon {ECO:0000250|UniProtKB:P24524}. Cell projection, dendrite {ECO:0000250|UniProtKB:P24524}. Synapse {ECO:0000250|UniProtKB:P24524}. Cell membrane {ECO:0000269|PubMed:26416729, ECO:0000269|PubMed:9677400}; Multi-pass membrane protein {ECO:0000269|PubMed:26416729}. Note=Partially colocalizes with GPHN that is known to mediate receptor clustering at postsynaptic membranes. {ECO:0000250|UniProtKB:P24524}.",NA,"TOPO_DOM 34..255; /note=Extracellular; /evidence=ECO:0000269|PubMed:26416729; TOPO_DOM 278..282; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:26416729; TOPO_DOM 304..314; /note=Extracellular; /evidence=ECO:0000269|PubMed:26416729; TOPO_DOM 336..430; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:26416729; TOPO_DOM 452..464; /note=Extracellular; /evidence=ECO:0000269|PubMed:26416729","TRANSMEM 256..277; /note=Helical; Name=1; /evidence=ECO:0000269|PubMed:26416729; TRANSMEM 283..303; /note=Helical; Name=2; /evidence=ECO:0000269|PubMed:26416729; TRANSMEM 315..335; /note=Helical; Name=3; /evidence=ECO:0000269|PubMed:26416729; TRANSMEM 431..451; /note=Helical; Name=4; /evidence=ECO:0000269|PubMed:26416729"
"Q9NS18","SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion.; SUBCELLULAR LOCATION: [Isoform 2]: Nucleus.",NA,NA,NA
"Q9H1C3","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.",NA,"TOPO_DOM 1..6; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 25..349; /note=Lumenal; /evidence=ECO:0000255","TRANSMEM 7..24; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"A6NH11",NA,NA,NA,NA
"P17900","SUBCELLULAR LOCATION: Lysosome.",NA,NA,NA
"P19086","SUBCELLULAR LOCATION: Membrane; Lipid-anchor.",NA,NA,NA
"P59768","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.",NA,NA,NA
"P36915",NA,NA,NA,NA
"P46926","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.",NA,NA,NA
"Q8TDQ7","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.",NA,NA,NA
"Q9NYA3",NA,NA,NA,NA
"A6NDN3",NA,NA,NA,NA
"A6NDK9",NA,NA,NA,NA
"P0CG33",NA,NA,NA,NA
"Q9H4A6","SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane; Peripheral membrane protein; Cytoplasmic side. Golgi apparatus, trans-Golgi network membrane; Peripheral membrane protein; Cytoplasmic side. Mitochondrion intermembrane space. Cell membrane {ECO:0000250}. Endosome {ECO:0000250}. Note=Phosphatidylinositol 4-phosphate-binding and oligomerization participate in the recruitment onto Golgi membranes. {ECO:0000305}.",NA,NA,NA
"Q9Y3E0","SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:10406798}; Multi-pass membrane protein {ECO:0000269|PubMed:10406798}.",NA,"TOPO_DOM 1..9; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 31..32; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 54..68; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 90; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 110..138; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 10..30; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 33..53; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 69..89; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 91..109; /note=Helical; Name=4; /evidence=ECO:0000255"
"Q86WP2","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14612417}. Cytoplasm {ECO:0000269|PubMed:12842993}. Note=According to PubMed:12842993, it localizes to the cytoplasm. {ECO:0000269|PubMed:12842993}.",NA,NA,NA
"Q9Y625","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}; Extracellular side {ECO:0000250}.; SUBCELLULAR LOCATION: [Secreted glypican-6]: Secreted, extracellular space {ECO:0000250}.",NA,NA,NA
"Q99527","SUBCELLULAR LOCATION: Nucleus. Cytoplasm {ECO:0000250}. Cytoplasm, perinuclear region. Cytoplasm, cytoskeleton. Cell membrane; Multi-pass membrane protein. Basolateral cell membrane; Multi-pass membrane protein. Cytoplasmic vesicle membrane; Multi-pass membrane protein. Early endosome. Recycling endosome. Golgi apparatus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Golgi apparatus, trans-Golgi network. Endoplasmic reticulum membrane {ECO:0000269|PubMed:18566127}; Multi-pass membrane protein. Cell projection, dendrite {ECO:0000250}. Cell projection, dendritic spine membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell projection, axon {ECO:0000250}. Postsynaptic density {ECO:0000250}. Mitochondrion membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Colocalized with BSN to the active zone of presynaptic density. Colocalized with DLG4/PSD95 and neurabin-2 PPP1R9B in neuronal synaptosomes (By similarity). Endocytosed in a agonist- and arrestin-independent manner. Colocalized with RAMP3 and clathrin-coated pits at the plasma membrane. Colocalized with transferrin receptor at the plasma membrane and perinuclear region. Accumulated and colocalized with RAB11 proteins in recycling endosomes and trans-Golgi network (TGN), but does neither recycle back to the cell surface nor traffics to late endosome or lysosome. Colocalized with calnexin in the endoplasmic reticulum. Traffics to intracellular sites via cytokeratin intermediate filaments like KRT7 and KRT8 after constitutive endocytosis in epithelial cells. Colocalized with EGFR in the nucleus of agonist-induced cancer-associated fibroblasts (CAF). {ECO:0000250}.",NA,"TOPO_DOM 1..62; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 85..96; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 121..132; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 154..175; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 195..220; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 237..259; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 281..306; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 328..375; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 63..84; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 97..120; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 133..153; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 176..194; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 221..236; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 260..280; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 307..327; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q96T91","SUBCELLULAR LOCATION: Secreted.",NA,NA,NA
"Q9NQX3","SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000269|PubMed:25025157, ECO:0000269|PubMed:26613940}; Lipid-anchor {ECO:0000269|PubMed:25025157}; Cytoplasmic side {ECO:0000305|PubMed:25025157}. Cell membrane {ECO:0000250|UniProtKB:Q03555}; Lipid-anchor {ECO:0000250|UniProtKB:Q03555}; Cytoplasmic side {ECO:0000250|UniProtKB:Q03555}. Cytoplasm, cytosol {ECO:0000269|PubMed:25025157}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q03555}. Cell projection, dendrite {ECO:0000269|PubMed:26613940}. Postsynaptic density {ECO:0000250|UniProtKB:Q8BUV3}. Note=Cytoplasmic face of glycinergic postsynaptic membranes (By similarity). Forms clusters at synapses (PubMed:25025157). {ECO:0000250|UniProtKB:Q03555, ECO:0000269|PubMed:25025157}.",NA,NA,NA
"P46091","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:27716822}; Multi-pass membrane protein {ECO:0000255}. Note=Internalizes in presence of its ligand, TAFA1 (By similarity). Internalizes efficiently in response to RARRES2 (PubMed:27716822). {ECO:0000250|UniProtKB:Q8K087, ECO:0000269|PubMed:27716822}.",NA,"TOPO_DOM 1..41; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 63..73; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 95..112; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 134..154; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 176..210; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 232..247; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 269..286; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 308..355; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 42..62; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 74..94; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 113..133; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 155..175; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 211..231; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 248..268; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 287..307; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q9NPR9","SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000250|UniProtKB:Q91WD0}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q91WD0}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:31784416}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q91WD0}. Golgi apparatus membrane {ECO:0000269|PubMed:32280726}; Multi-pass membrane protein {ECO:0000255}. Note=Colocalizes with TLR3, -7, -4, and -9. {ECO:0000250|UniProtKB:Q91WD0}.",NA,NA,"TRANSMEM 263..283; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 292..312; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 336..356; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 367..387; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 401..421; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 449..469; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 473..493; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q8N3F9","SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:31036939}; Multi-pass membrane protein {ECO:0000255}.",NA,"TOPO_DOM 1..48; /note=Lumenal; /evidence=ECO:0000305; TOPO_DOM 70..83; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 105..120; /note=Lumenal; /evidence=ECO:0000305; TOPO_DOM 142..167; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 189..205; /note=Lumenal; /evidence=ECO:0000305; TOPO_DOM 227..246; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 268..300; /note=Lumenal; /evidence=ECO:0000305; TOPO_DOM 322..429; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 49..69; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 84..104; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 121..141; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 168..188; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 206..226; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 247..267; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 301..321; /note=Helical; Name=7; /evidence=ECO:0000255"
