"","Subcellular.location..CC.","Intramembrane","Topological.domain","Transmembrane"
"Q16181","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18460473}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:18460473}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:18460473}. Cleavage furrow {ECO:0000269|PubMed:18460473}. Midbody {ECO:0000269|PubMed:18460473}. Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250}. Cell projection, cilium, flagellum {ECO:0000269|PubMed:25588830}. Note=Distributed throughout the cytoplasm in prometaphase cells. Associated with the spindle during metaphase. Associated with the central spindle and at the cleavage furrow in anaphase cells. Detected at the midbody in telophase. Associated with actin stress fibers (By similarity). Found in the sperm annulus (PubMed:25588830). {ECO:0000250, ECO:0000269|PubMed:25588830}.",NA,NA,NA
"Q86VE9","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26416733, ECO:0000269|PubMed:26416734}; Multi-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:26416734, ECO:0000305|PubMed:26416733}. Note=(Microbial infection) Upon HIV-1 infection, it is redirected to perinuclear region following interaction with HIV-1 Nef, excluding it from virions particles, thereby preventing subsequent antiviral defense activity (PubMed:26416733, PubMed:26416734). Localizes to the cell membrane, where it is efficiently incorporated into budding virions and impairs subsequent virion entry into target cells (PubMed:26416733, PubMed:26416734). {ECO:0000269|PubMed:26416734, ECO:0000305|PubMed:26416733}.",NA,"TOPO_DOM 1..36; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 58..89; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 111..124; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 146..156; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 178..198; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 220..230; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 252..258; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 280..311; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 333..385; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 407..423; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 37..57; /note=Helical; /evidence=ECO:0000255; TRANSMEM 90..110; /note=Helical; /evidence=ECO:0000255; TRANSMEM 125..145; /note=Helical; /evidence=ECO:0000255; TRANSMEM 157..177; /note=Helical; /evidence=ECO:0000255; TRANSMEM 199..219; /note=Helical; /evidence=ECO:0000255; TRANSMEM 231..251; /note=Helical; /evidence=ECO:0000255; TRANSMEM 259..279; /note=Helical; /evidence=ECO:0000255; TRANSMEM 312..332; /note=Helical; /evidence=ECO:0000255; TRANSMEM 386..406; /note=Helical; /evidence=ECO:0000255"
"Q12872","SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.",NA,NA,NA
"P55822",NA,NA,NA,NA
"Q9H0F6","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:20179993}. Synapse {ECO:0000250|UniProtKB:Q9EQL9}. Note=Enriched at synaptic sites in mature neurons where it colocalizes with SHANK1. {ECO:0000250|UniProtKB:Q9EQL9}.",NA,NA,NA
"Q8TBC3","SUBCELLULAR LOCATION: Lysosome {ECO:0000269|PubMed:16733801}.",NA,NA,NA
"O75182","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00810}.",NA,NA,NA
"O43166","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Postsynaptic density {ECO:0000250}. Synapse, synaptosome {ECO:0000250}. Note=Associated with the actin cytoskeleton. Detected at synapses and dendritic spines of cultured hippocampal neurons (By similarity). {ECO:0000250}.",NA,NA,NA
"O60292","SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:26231217}. Note=Detected in tricellular junctions. Colocalizes with apical F-actin. {ECO:0000269|PubMed:26231217}.",NA,NA,NA
"P55011","SUBCELLULAR LOCATION: Basolateral cell membrane {ECO:0000305|PubMed:32081947, ECO:0000305|PubMed:7629105}; Multi-pass membrane protein {ECO:0000255}.","INTRAMEM 287..299; /note=Helical; /evidence=ECO:0000305|PubMed:32081947; INTRAMEM 300..307; /evidence=ECO:0000305|PubMed:32081947; INTRAMEM 308..313; /note=Helical; /evidence=ECO:0000305|PubMed:32081947; INTRAMEM 487..498; /note=Helical; /evidence=ECO:0000305|PubMed:32081947; INTRAMEM 499..500; /evidence=ECO:0000305|PubMed:32081947; INTRAMEM 501..507; /note=Helical; /evidence=ECO:0000305|PubMed:32081947","TOPO_DOM 1..286; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 314..321; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 344..361; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 398..406; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 425..429; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 455..486; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 508..514; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 543..599; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 633..653; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 669..670; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 698..711; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 731; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 752..1212; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 287..313; /note=Discontinuously helical; /evidence=ECO:0000255; TRANSMEM 322..343; /note=Helical; /evidence=ECO:0000255; TRANSMEM 362..397; /note=Helical; /evidence=ECO:0000255; TRANSMEM 407..424; /note=Helical; /evidence=ECO:0000255; TRANSMEM 430..454; /note=Helical; /evidence=ECO:0000255; TRANSMEM 487..507; /note=Discontinuously helical; /evidence=ECO:0000255; TRANSMEM 515..542; /note=Helical; /evidence=ECO:0000255; TRANSMEM 600..632; /note=Helical; /evidence=ECO:0000255; TRANSMEM 654..668; /note=Helical; /evidence=ECO:0000255; TRANSMEM 671..697; /note=Helical; /evidence=ECO:0000255; TRANSMEM 712..730; /note=Helical; /evidence=ECO:0000255; TRANSMEM 732..751; /note=Helical; /evidence=ECO:0000255"
"P53985","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10921872, ECO:0000269|PubMed:12946269, ECO:0000269|PubMed:15505343, ECO:0000269|PubMed:17127621, ECO:0000269|PubMed:24390345, ECO:0000269|PubMed:25957687}; Multi-pass membrane protein {ECO:0000269|PubMed:33333023}. Basolateral cell membrane {ECO:0000250|UniProtKB:P53987}; Multi-pass membrane protein {ECO:0000269|PubMed:33333023}. Apical cell membrane {ECO:0000269|PubMed:15901598}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P53987}. Note=Expression at the cell surface requires the ancillary proteins BSG and EMB. Binds preferentially to BSG. {ECO:0000269|PubMed:10921872}.",NA,"TOPO_DOM 1..22; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 45..55; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 81..84; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 106..109; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 133..146; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 170..174; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 195..261; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 289..295; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 318..328; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 350..353; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 376..389; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 411..421; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 444..500; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 23..44; /note=Helical; Name=1; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 56..80; /note=Helical; Name=2; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 85..105; /note=Helical; Name=3; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 110..132; /note=Helical; Name=4; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 147..169; /note=Helical; Name=5; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 175..194; /note=Helical; Name=6; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 262..288; /note=Helical; Name=7; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 296..317; /note=Helical; Name=8; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 329..349; /note=Helical; Name=9; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 354..375; /note=Helical; Name=10; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 390..410; /note=Helical; Name=11; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 422..443; /note=Helical; Name=12; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO"
"O15427","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10921872, ECO:0000269|PubMed:11101640, ECO:0000269|PubMed:15505343, ECO:0000269|PubMed:23935841}; Multi-pass membrane protein. Basolateral cell membrane {ECO:0000269|PubMed:21199217}; Multi-pass membrane protein {ECO:0000255}. Note=Plasma membrane localization is dependent upon the BSG/MCT4 interaction (PubMed:10921872). Basolateral sorting signals (BLSS) in C-terminal cytoplasmic tail ensure its basolateral expression in polarised epithelial cells (PubMed:21199217). {ECO:0000269|PubMed:10921872, ECO:0000269|PubMed:21199217}.",NA,"TOPO_DOM 2..17; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 39..61; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 83..84; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 106..109; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 131..149; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 171..179; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 201..227; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 249..264; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 286..294; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 316..317; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 339..351; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 373..384; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 406..465; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 18..38; /note=Helical; /evidence=ECO:0000255; TRANSMEM 62..82; /note=Helical; /evidence=ECO:0000255; TRANSMEM 85..105; /note=Helical; /evidence=ECO:0000255; TRANSMEM 110..130; /note=Helical; /evidence=ECO:0000255; TRANSMEM 150..170; /note=Helical; /evidence=ECO:0000255; TRANSMEM 180..200; /note=Helical; /evidence=ECO:0000255; TRANSMEM 228..248; /note=Helical; /evidence=ECO:0000255; TRANSMEM 265..285; /note=Helical; /evidence=ECO:0000255; TRANSMEM 295..315; /note=Helical; /evidence=ECO:0000255; TRANSMEM 318..338; /note=Helical; /evidence=ECO:0000255; TRANSMEM 352..372; /note=Helical; /evidence=ECO:0000255; TRANSMEM 385..405; /note=Helical; /evidence=ECO:0000255"
"O60669","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15505343, ECO:0000269|PubMed:32415067}; Multi-pass membrane protein {ECO:0000269|PubMed:32415067}. Basolateral cell membrane {ECO:0000250|UniProtKB:P53988}; Multi-pass membrane protein {ECO:0000269|PubMed:32415067}. Cytoplasm {ECO:0000250|UniProtKB:O70451}. Note=Requires the ancillary protein, EMB for plasma membrane localization (By similarity). Colocalizes with BSG in spermatozoa. Detected in the cytoplasm of Sertoli cells (By similarity). {ECO:0000250|UniProtKB:O70451, ECO:0000250|UniProtKB:Q63344}.",NA,"TOPO_DOM 1..15; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 37..59; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 81..89; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 111..115; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 137..148; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 170..173; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 195..246; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 268..282; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 304..312; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 334..338; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 360..373; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 395..406; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 428..478; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 16..36; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 60..80; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 90..110; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 116..136; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 149..169; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 174..194; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 247..267; /note=Helical; Name=7; /evidence=ECO:0000255; TRANSMEM 283..303; /note=Helical; Name=8; /evidence=ECO:0000255; TRANSMEM 313..333; /note=Helical; Name=9; /evidence=ECO:0000255; TRANSMEM 339..359; /note=Helical; Name=10; /evidence=ECO:0000255; TRANSMEM 374..394; /note=Helical; Name=11; /evidence=ECO:0000255; TRANSMEM 407..427; /note=Helical; Name=12; /evidence=ECO:0000255"
"Q9NRA2","SUBCELLULAR LOCATION: Basolateral cell membrane {ECO:0000269|PubMed:22778404}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000269|PubMed:21781115}; Multi-pass membrane protein {ECO:0000255}. Lysosome membrane {ECO:0000269|PubMed:15510212, ECO:0000269|PubMed:17897319, ECO:0000269|PubMed:22778404}; Multi-pass membrane protein {ECO:0000255}.",NA,"TOPO_DOM 1..41; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 63..109; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 131..136; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 158; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 180..200; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 222..227; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 249..279; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 301..328; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 350..365; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 387..391; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 413..423; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 445..457; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 479..495; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 42..62; /note=Helical; /evidence=ECO:0000255; TRANSMEM 110..130; /note=Helical; /evidence=ECO:0000255; TRANSMEM 137..157; /note=Helical; /evidence=ECO:0000255; TRANSMEM 159..179; /note=Helical; /evidence=ECO:0000255; TRANSMEM 201..221; /note=Helical; /evidence=ECO:0000255; TRANSMEM 228..248; /note=Helical; /evidence=ECO:0000255; TRANSMEM 280..300; /note=Helical; /evidence=ECO:0000255; TRANSMEM 329..349; /note=Helical; /evidence=ECO:0000255; TRANSMEM 366..386; /note=Helical; /evidence=ECO:0000255; TRANSMEM 392..412; /note=Helical; /evidence=ECO:0000255; TRANSMEM 424..444; /note=Helical; /evidence=ECO:0000255; TRANSMEM 458..478; /note=Helical; /evidence=ECO:0000255"
"Q15758","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24953180, ECO:0000269|PubMed:8702519, ECO:0000305|PubMed:29872227}; Multi-pass membrane protein {ECO:0000269|PubMed:29872227}. Melanosome. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.","INTRAMEM 334..364; /note=Discontinuously helical; /evidence=ECO:0000305|PubMed:29872227; INTRAMEM 414..447; /note=Discontinuously helical; /evidence=ECO:0000305|PubMed:29872227","TOPO_DOM 1..51; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 82..94; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 117..130; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 154..224; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 249..257; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 286..306; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 329..333; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 365..373; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 401..413; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 448..460; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 483..541; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 52..81; /note=Helical; Name=1; /evidence=ECO:0000305|PubMed:29872227; TRANSMEM 95..116; /note=Helical; Name=2; /evidence=ECO:0000305|PubMed:29872227; TRANSMEM 131..153; /note=Helical; Name=3; /evidence=ECO:0000305|PubMed:29872227; TRANSMEM 225..248; /note=Helical; Name=4; /evidence=ECO:0000305|PubMed:29872227; TRANSMEM 258..285; /note=Helical; Name=5; /evidence=ECO:0000305|PubMed:29872227; TRANSMEM 307..328; /note=Helical; Name=6; /evidence=ECO:0000305|PubMed:29872227; TRANSMEM 374..400; /note=Helical; Name=7; /evidence=ECO:0000305|PubMed:29872227; TRANSMEM 461..482; /note=Helical; Name=8; /evidence=ECO:0000305|PubMed:29872227"
"Q8WUM9","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19726692}; Multi-pass membrane protein {ECO:0000255}.",NA,NA,"TRANSMEM 21..41; /note=Helical; /evidence=ECO:0000255; TRANSMEM 62..82; /note=Helical; /evidence=ECO:0000255; TRANSMEM 100..120; /note=Helical; /evidence=ECO:0000255; TRANSMEM 158..178; /note=Helical; /evidence=ECO:0000255; TRANSMEM 203..223; /note=Helical; /evidence=ECO:0000255; TRANSMEM 230..250; /note=Helical; /evidence=ECO:0000255; TRANSMEM 511..531; /note=Helical; /evidence=ECO:0000255; TRANSMEM 558..578; /note=Helical; /evidence=ECO:0000255; TRANSMEM 600..620; /note=Helical; /evidence=ECO:0000255; TRANSMEM 650..670; /note=Helical; /evidence=ECO:0000255"
"Q9BXS9","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11247665, ECO:0000269|PubMed:27681177}; Multi-pass membrane protein {ECO:0000255}. Apical cell membrane {ECO:0000269|PubMed:20501439}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:Q8CIW6}; Multi-pass membrane protein {ECO:0000255}. Microsome {ECO:0000250|UniProtKB:Q8CIW6}. Note=Localized in sperm membranes. Colocalizes with CFTR at the midpiece of sperm tail. Localizes to the apical membrane brush border of epithelial cells in the proximal tubules of kidney, of enterocytes of the small intestine and of gastric parietal cells in the stomach. {ECO:0000250|UniProtKB:Q8CIW6}.; SUBCELLULAR LOCATION: [Isoform 4]: Cell membrane {ECO:0000269|PubMed:12444019, ECO:0000269|PubMed:15990874}; Multi-pass membrane protein {ECO:0000255}. Apical cell membrane {ECO:0000269|PubMed:11087667}; Multi-pass membrane protein {ECO:0000255}. Basolateral cell membrane {ECO:0000269|PubMed:11087667}; Multi-pass membrane protein {ECO:0000255}. Note=Localizes to the apical and basolateral surfaces of tubular wall cells in kidney and in the brush border of pancreatic duct cells (PubMed:11087667). Colocalized with CA2 at the surface of the cell membrane in order to form a bicarbonate transport metabolon; colocalization is reduced in phorbol myristate acetate (PMA)-induced cells (PubMed:15990874). May be translocated from the cytosolic surface of the cell membrane to the intracellular space by PKC in phorbol myristate acetate (PMA)-induced cells (PubMed:15990874). {ECO:0000269|PubMed:11087667, ECO:0000269|PubMed:15990874}.; SUBCELLULAR LOCATION: [Isoform 5]: Cell membrane {ECO:0000269|PubMed:12444019}; Multi-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 6]: Cell membrane {ECO:0000269|PubMed:12444019}; Multi-pass membrane protein {ECO:0000255}.",NA,"TOPO_DOM 1..115; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 137..186; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 208..263; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 285..293; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 315..347; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 369..379; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 401..416; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 438..484; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 506..759; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 116..136; /note=Helical; /evidence=ECO:0000255; TRANSMEM 187..207; /note=Helical; /evidence=ECO:0000255; TRANSMEM 264..284; /note=Helical; /evidence=ECO:0000255; TRANSMEM 294..314; /note=Helical; /evidence=ECO:0000255; TRANSMEM 348..368; /note=Helical; /evidence=ECO:0000255; TRANSMEM 380..400; /note=Helical; /evidence=ECO:0000255; TRANSMEM 417..437; /note=Helical; /evidence=ECO:0000255; TRANSMEM 485..505; /note=Helical; /evidence=ECO:0000255"
