Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer
NMB	"MGC17211, MGC2277, MGC3936"	ENSG00000197696	Neuromedin B	P08949	15	84655129-84658563	Predicted secreted proteins	"Immunity, Innate immunity"			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		adipose tissue: 68.3;brain: 58.9	Cell type enhanced	Detected in many		Basal respiratory cells: 335.7;Club cells: 104.3;Ductal cells: 117.5;Ionocytes: 164.9	Cancer enhanced	Detected in all		glioma: 93.8	Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast)"	Region enriched	Detected in all	16	olfactory bulb: 168.0	Group enriched	Detected in all	5	olfactory bulb: 43.3;pons: 14.1	CAB019302	Approved		Approved	"Nucleoplasm,Vesicles,Plasma membrane"	Secreted to blood	NA	NA			Cluster 24: B-cells - Unknown function	Cluster 57: Non-specific - Angiogenesis	Cluster 40: Non-specific - Enzymes	Cluster 5: Bronchus - Unknown function	"Nucleoplasm, Vesicles"	Plasma membrane	CAB019302: 	unprognostic (2.44e-2)	unprognostic (1.10e-1)	unprognostic (2.34e-3)	unprognostic (3.79e-1)	prognostic favorable (3.43e-4)	unprognostic (3.81e-1)	unprognostic (6.45e-2)	unprognostic (1.45e-2)	unprognostic (2.17e-1)	unprognostic (4.36e-1)	unprognostic (7.24e-2)	unprognostic (2.10e-1)	prognostic unfavorable (2.25e-4)	unprognostic (7.92e-3)	unprognostic (1.45e-1)	unprognostic (1.71e-2)	unprognostic (1.00e-1)
NME2	"NDPKB, NM23-H2"	ENSG00000243678	NME/NM23 nucleoside diphosphate kinase 2	P22392	17	51165435-51171744	"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Nucleotide metabolism, Transcription, Transcription regulation"	"Activator, DNA-binding, Kinase, Transferase"	Cancer-related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Basal squamous epithelial cells: 1009.5;Erythroid cells: 281.3;Gastric mucus-secreting cells: 433.4;Plasma cells: 553.2;Squamous epithelial cells: 1253.8	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Not detected	Not detected			"CAB036214, CAB036215, HPA041113, CAB080057, CAB080059"	Approved		Supported	"Plasma membrane,Cytosol"		NA	NA			Cluster 12: Non-specific - Basic cellular processes	Cluster 50: Non-specific - Ribosome	Cluster 65: Breast cancer - Unknown function	Cluster 61: Non-specific - Transcription	Cytosol	Plasma membrane	"CAB036214: , CAB036215: , CAB080057: , CAB080059: , HPA041113: AB_2677305"	unprognostic (7.21e-3)	prognostic unfavorable (4.74e-4)	unprognostic (4.85e-2)	unprognostic (1.15e-2)	unprognostic (8.86e-2)	unprognostic (1.42e-2)	prognostic unfavorable (7.09e-4)	unprognostic (6.62e-3)	unprognostic (5.68e-2)	unprognostic (2.31e-1)	unprognostic (1.38e-1)	unprognostic (6.41e-2)	prognostic unfavorable (1.55e-6)	unprognostic (2.82e-1)	unprognostic (9.09e-2)	unprognostic (8.87e-2)	unprognostic (3.19e-2)
NMT1	NMT	ENSG00000136448	N-myristoyltransferase 1	P30419	17	44957992-45109016	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		"Acyltransferase, Transferase"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		Hepatocytes: 357.6	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA022949, HPA022963"	Supported		Supported	"Plasma membrane,Cytosol"		NA	NA		94000	Cluster 47: Plasmacytoid DCs - Protein folding	Cluster 39: Non-specific - Mitochondria	Cluster 65: Breast cancer - Unknown function	Cluster 18: Non-specific - Mixed function	Cytosol	Plasma membrane	"HPA022949: AB_1854534, HPA022963: AB_1854535"	unprognostic (1.40e-1)	unprognostic (2.87e-1)	unprognostic (1.30e-2)	unprognostic (6.14e-2)	unprognostic (1.65e-1)	unprognostic (1.64e-1)	prognostic unfavorable (4.94e-4)	unprognostic (4.96e-3)	unprognostic (3.86e-1)	unprognostic (3.04e-2)	unprognostic (2.19e-1)	unprognostic (1.98e-1)	unprognostic (3.77e-3)	unprognostic (1.01e-2)	unprognostic (4.89e-2)	unprognostic (4.17e-3)	unprognostic (9.45e-2)
NMT2		ENSG00000152465	N-myristoyltransferase 2	O60551	10	15102584-15168693	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		"Acyltransferase, Transferase"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		Hepatocytes: 151.5;Proximal tubular cells: 85.4	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Group enriched	Detected in many	7	basophil: 14.5;eosinophil: 13.6;gdT-cell: 11.0;MAIT T-cell: 19.8;memory CD4 T-cell: 17.5;memory CD8 T-cell: 12.9;naive CD4 T-cell: 21.8;naive CD8 T-cell: 14.5;NK-cell: 20.8;T-reg: 29.5	Group enriched	Detected in many	8	granulocytes: 14.5;NK-cells: 20.8;T-cells: 29.5	Low cancer specificity	Detected in all			"Adipose subcutaneous - Adipocytes (Subcutaneous), Prostate - Fibroblasts, Testis - Sertoli cells, Thyroid - Fibroblasts"	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA001303	Approved		Supported	"Golgi apparatus,Plasma membrane,Cytosol"		NA	NA			Cluster 15: NK-cells - Transcription	Cluster 23: Testis - Cell cycle regulation	Cluster 3: HUVEC & TIME - Signal transduction	Cluster 13: Hepatocytes - Oxidoreductase activity	"Golgi apparatus, Plasma membrane, Cytosol"		HPA001303: AB_1079494	unprognostic (1.08e-1)	unprognostic (7.65e-2)	unprognostic (8.78e-2)	unprognostic (1.15e-3)	unprognostic (6.97e-2)	unprognostic (2.24e-1)	unprognostic (7.11e-2)	unprognostic (5.13e-2)	unprognostic (3.20e-1)	unprognostic (4.01e-3)	unprognostic (3.31e-1)	unprognostic (2.00e-1)	unprognostic (7.06e-2)	unprognostic (3.79e-3)	unprognostic (2.00e-1)	unprognostic (1.03e-1)	unprognostic (1.16e-1)
NOTCH2		ENSG00000134250	Notch receptor 2	Q04721	1	119911553-120100779	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Differentiation, Notch signaling pathway, Transcription, Transcription regulation"	"Activator, Developmental protein, Receptor"	"Cancer-related genes, Disease variant"	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		monocytes: 139.6	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			HPA048743	Approved		Supported	"Nucleoplasm,Plasma membrane"		NA	NA		160000000	Cluster 23: Antigen presenting cells - Antigen presentation	Cluster 28: Placenta - Pregnancy	Cluster 3: HUVEC & TIME - Signal transduction	Cluster 33: Macrophages - Degranulation	"Nucleoplasm, Plasma membrane"		HPA048743: AB_2680508	unprognostic (1.33e-1)	unprognostic (1.43e-2)	unprognostic (2.66e-1)	unprognostic (1.40e-3)	unprognostic (7.98e-2)	unprognostic (4.01e-2)	unprognostic (1.22e-1)	unprognostic (7.32e-2)	unprognostic (1.18e-2)	prognostic unfavorable (5.24e-4)	prognostic unfavorable (9.48e-4)	unprognostic (3.86e-2)	unprognostic (6.12e-3)	unprognostic (1.55e-2)	unprognostic (2.65e-2)	unprognostic (1.12e-2)	unprognostic (7.35e-3)
NPL	"C1orf13, DHDPS1, NPL1"	ENSG00000135838	N-acetylneuraminate pyruvate lyase	Q9BXD5	1	182789293-182830384	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	Carbohydrate metabolism	Lyase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		kidney: 52.3;placenta: 45.2	Cell type enhanced	Detected in many		Astrocytes: 164.8;Cytotrophoblasts: 120.1;Hofbauer cells: 425.7;Macrophages: 101.7;Microglial cells: 122.2;Proximal tubular cells: 106.6;Syncytiotrophoblasts: 96.9	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Immune cell enhanced	Detected in many		neutrophil: 423.2	Group enriched	Detected in many	34	granulocytes: 423.2;monocytes: 128.4	Low cancer specificity	Detected in many			"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Breast - Macrophages, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Lung - Macrophages, Skin - Sebaceous gland cells, Testis - Early spermatids"	Low region specificity	Detected in all			Low region specificity	Detected in many			"HPA028345, HPA075808"	Enhanced		Approved	"Vesicles,Plasma membrane"		NA	NA		190000	Cluster 8: Neutrophils - Inflammatory response	Cluster 7: Kidney - Transmembrane transport	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 69: Macrophages - Innate immune response	Vesicles	Plasma membrane	"HPA028345: AB_10610145, HPA075808: "	unprognostic (2.43e-2)	unprognostic (5.71e-3)	unprognostic (1.72e-2)	unprognostic (1.06e-1)	unprognostic (1.57e-1)	unprognostic (3.06e-1)	prognostic unfavorable (8.05e-4)	unprognostic (4.41e-2)	unprognostic (6.54e-3)	unprognostic (1.45e-1)	unprognostic (1.49e-1)	unprognostic (6.18e-2)	prognostic unfavorable (6.63e-4)	unprognostic (2.11e-1)	unprognostic (2.93e-2)	unprognostic (2.35e-2)	unprognostic (7.44e-2)
NPTN	"GP55, GP65, np55, np65, SDFR1, SDR1"	ENSG00000156642	Neuroplastin	Q9Y639	15	73560014-73634134	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Cell adhesion, Neurogenesis"			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Excitatory neurons: 213.6	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Adipose visceral - Adipose progenitor cells, Colon - Smooth muscle cells, Kidney - Fibroblasts, Prostate - Smooth muscle cells, Thyroid - Thyroid glandular cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA051497, HPA072453"	Approved		Approved	Plasma membrane		NA	No		15000	Cluster 8: Neutrophils - Inflammatory response	Cluster 12: Smooth muscle tissue - Mixed function	Cluster 20: Connective tissue cells - ECM organization	Cluster 38: Neurons - Neuronal signaling	Plasma membrane		"HPA051497: AB_2681507, HPA072453: AB_2686523"	unprognostic (9.30e-3)	unprognostic (1.70e-1)	unprognostic (5.01e-2)	unprognostic (4.14e-1)	unprognostic (3.11e-2)	unprognostic (7.42e-3)	unprognostic (9.74e-2)	unprognostic (9.67e-2)	unprognostic (3.63e-2)	unprognostic (1.68e-1)	unprognostic (3.57e-2)	unprognostic (1.93e-1)	unprognostic (1.60e-3)	unprognostic (5.55e-2)	unprognostic (7.41e-2)	unprognostic (1.70e-1)	unprognostic (1.17e-1)
NR2C1	"TR2, TR2-11"	ENSG00000120798	Nuclear receptor subfamily 2 group C member 1	P13056	12	95020229-95073628	"Nuclear receptors, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding, Receptor, Repressor"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Inhibitory neurons: 71.8	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA035040, HPA035041, HPA067767"	Supported		Supported	"Nucleoplasm,Cell Junctions,Cytosol"		NA	NA			Cluster 16: MAIT-cells - Unknown function	Cluster 51: Non-specific - Unknown function	Cluster 34: Rabdoid cancer - Embryonic development	Cluster 37: Neurons - Neuronal signaling	Nucleoplasm	"Cell Junctions, Cytosol"	"HPA035040: AB_2674426, HPA035041: AB_2674427, HPA067767: AB_2685898"	unprognostic (2.44e-1)	unprognostic (8.04e-3)	unprognostic (3.17e-2)	unprognostic (2.51e-1)	unprognostic (3.56e-3)	unprognostic (3.01e-2)	prognostic unfavorable (5.18e-5)	unprognostic (1.30e-2)	unprognostic (1.29e-2)	unprognostic (1.86e-1)	unprognostic (3.83e-2)	unprognostic (4.56e-2)	prognostic unfavorable (1.03e-6)	unprognostic (2.31e-1)	unprognostic (1.42e-1)	unprognostic (2.16e-1)	prognostic favorable (5.62e-5)
NRAS	N-ras	ENSG00000213281	"NRAS proto-oncogene, GTPase"	P01111	1	114704469-114716771	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins"		Hydrolase	"Cancer-related genes, Disease variant, Proto-oncogene"	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			"CAB010157, HPA049830, CAB079912"	Uncertain		Supported	Plasma membrane		NA	NA			Cluster 38: Basophils - Unknown function	Cluster 53: Non-specific - Cell cycle regulation	Cluster 38: Non-specific - mRNA processing	Cluster 74: Pancreatic cells - Mixed function	Plasma membrane		"CAB010157: AB_632073, CAB079912: AB_2784586, HPA049830: AB_2680903"	unprognostic (4.75e-2)	unprognostic (2.81e-1)	unprognostic (1.09e-3)	unprognostic (2.11e-2)	unprognostic (8.59e-3)	unprognostic (1.14e-1)	prognostic unfavorable (3.03e-7)	unprognostic (7.76e-3)	unprognostic (1.57e-2)	unprognostic (1.01e-3)	prognostic unfavorable (1.36e-4)	unprognostic (6.60e-3)	prognostic unfavorable (7.87e-4)	unprognostic (2.68e-1)	unprognostic (1.30e-1)	unprognostic (1.16e-1)	unprognostic (3.33e-2)
NRP2	VEGF165R2	ENSG00000118257	Neuropilin 2	O60462	2	205681990-205798133	"Cancer-related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins"	"Differentiation, Host-virus interaction, Neurogenesis"	"Developmental protein, Heparin-binding, Receptor"	Cancer-related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		intestine: 78.7	Cell type enhanced	Detected in many		Adipocytes: 86.3;Cytotrophoblasts: 92.4;Endothelial cells: 125.1;Hofbauer cells: 123.1;Langerhans cells: 180.0	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in all		skin cancer: 114.7	"Breast - Endothelial cells, Liver - Vascular Endothelial cells, Prostate - Smooth muscle cells, Thyroid - Fibroblasts"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA039980, HPA054974"	Enhanced		Approved	"Nucleoplasm,Vesicles,Plasma membrane"	Secreted in other tissues	NA	NA		29000000		Cluster 12: Smooth muscle tissue - Mixed function	Cluster 33: Skin cancer - Membrane components	Cluster 66: Endothelial cells - Angiogenesis	"Vesicles, Plasma membrane"	Nucleoplasm	"HPA039980: AB_10795517, HPA054974: AB_2682657"	unprognostic (4.28e-2)	unprognostic (1.17e-1)	unprognostic (8.12e-3)	unprognostic (3.38e-1)	unprognostic (1.62e-1)	unprognostic (1.57e-2)	unprognostic (9.36e-2)	unprognostic (3.70e-1)	unprognostic (2.15e-3)	unprognostic (2.90e-2)	unprognostic (2.56e-3)	unprognostic (4.17e-1)	prognostic unfavorable (7.68e-7)	unprognostic (2.22e-3)	unprognostic (5.45e-2)	unprognostic (6.41e-3)	prognostic unfavorable (7.80e-5)
NSD1	"ARA267, FLJ22263, KMT3B, STO"	ENSG00000165671	Nuclear receptor binding SET domain protein 1	Q96L73	5	177133025-177300213	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Transcription, Transcription regulation"	"Activator, Chromatin regulator, Methyltransferase, Repressor, Transferase"	"Cancer-related genes, Disease variant, Proto-oncogene"	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Testis - Spermatocytes, Thyroid - Thyroid glandular cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA048431, HPA070333, HPA073705"	Supported		Supported	"Nucleoplasm,Plasma membrane"		NA	NA			Cluster 6: Non-specific - Transcription	Cluster 34: Non-specific - Transcription	Cluster 57: Non-specific - Translation	Cluster 64: Non-specific - Transcription	"Nucleoplasm, Plasma membrane"		"HPA048431: AB_2680388, HPA070333: AB_2686255, HPA073705: AB_2732239"	unprognostic (3.48e-2)	unprognostic (7.46e-2)	unprognostic (7.14e-3)	unprognostic (2.64e-3)	unprognostic (1.38e-1)	unprognostic (9.67e-2)	unprognostic (2.29e-2)	unprognostic (7.08e-2)	unprognostic (1.68e-3)	unprognostic (8.04e-2)	unprognostic (1.48e-1)	unprognostic (2.09e-1)	unprognostic (7.77e-3)	unprognostic (3.53e-2)	unprognostic (1.01e-1)	unprognostic (7.51e-2)	unprognostic (7.32e-2)
NSFL1C	"dJ776F14.1, p47, UBX1, UBXD10, UBXN2C"	ENSG00000088833	NSFL1 cofactor	Q9UNZ2	20	1442162-1473842	"Plasma proteins, Predicted intracellular proteins"				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Skin - Keratinocyte (other), Testis - Spermatocytes, Thyroid - Thyroid glandular cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA047108, HPA050628"	Enhanced		Approved	"Nucleoplasm,Plasma membrane,Cytosol"		No	No		1900000	Cluster 5: Granulocytes - Unknown function	Cluster 80: Striated muscle - Unknown function	Cluster 37: Ovarian cancer RMG-I - Cellular stress response	Cluster 18: Non-specific - Mixed function	Nucleoplasm	"Plasma membrane, Cytosol"	"HPA047108: AB_2679935, HPA050628: AB_2681194"	unprognostic (7.55e-2)	unprognostic (5.26e-2)	unprognostic (2.51e-2)	unprognostic (2.47e-1)	unprognostic (5.96e-2)	unprognostic (1.10e-1)	prognostic unfavorable (1.29e-4)	unprognostic (1.10e-2)	unprognostic (1.59e-1)	unprognostic (4.67e-2)	unprognostic (2.58e-1)	unprognostic (4.97e-2)	unprognostic (6.90e-2)	unprognostic (5.46e-2)	unprognostic (1.54e-1)	unprognostic (7.44e-2)	unprognostic (7.50e-3)
