Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
P3H3	"GRCB, HSU47926, LEPREL2"	ENSG00000110811	"Prolyl 3-hydroxylase 3"	Q8IVL6	12	6828407-6839847	"Enzymes, Predicted intracellular proteins"		"Dioxygenase, Oxidoreductase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"endometrium 1: 19.2"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 45.0;Cone photoreceptor cells: 167.2;Leydig cells: 50.6;Peritubular cells: 36.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Adipose progenitor cells, Adipose visceral - Adipose progenitor cells, Kidney - Fibroblasts, Skeletal muscle - Fibroblasts, Stomach - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA043695	Approved		Approved	"Nucleoli,Plasma membrane,Cytosol"	"Intracellular and membrane"	NA	NA		740000		"Cluster 89: Fibroblasts - ECM organization"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 44: Photoreceptor cells - Visual perception"	"Plasma membrane, Cytosol"	Nucleoli	"HPA043695: AB_10797146"	"unprognostic (2.54e-1)"	"unprognostic (6.66e-2)"	"unprognostic (1.14e-1)"	"unprognostic (3.34e-2)"	"unprognostic (5.76e-2)"	"unprognostic (6.55e-2)"	"unprognostic (2.66e-1)"	"unprognostic (2.92e-1)"	"unprognostic (6.90e-2)"	"unprognostic (1.44e-1)"	"prognostic favorable (4.91e-4)"	"unprognostic (1.29e-1)"	"prognostic unfavorable (1.64e-4)"	"unprognostic (2.58e-2)"	"unprognostic (9.67e-2)"	"unprognostic (2.27e-1)"	"unprognostic (7.77e-3)"
PACSIN3	SDPIII	ENSG00000165912	"Protein kinase C and casein kinase substrate in neurons 3"	Q9UKS6	11	47177522-47186443	"Plasma proteins, Predicted intracellular proteins"	Endocytosis			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"heart muscle: 161.8;skeletal muscle: 480.9;tongue: 279.4"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 69.8;Cardiomyocytes: 82.5;Skeletal myocytes: 155.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Heart muscle - Cardiomyocytes, Skin - Keratinocyte (other)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA039480, HPA043904"	Approved	Approved	Supported	"Plasma membrane,Cytosol"		NA	NA				"Cluster 13: Striated muscle - Muscle contraction"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 77: Cardiomyocytes - Muscle contraction"	Cytosol	"Plasma membrane"	"HPA039480: AB_2676531, HPA043904: AB_2678725"	"unprognostic (1.75e-1)"	"unprognostic (1.11e-1)"	"unprognostic (1.73e-2)"	"unprognostic (3.10e-2)"	"unprognostic (1.21e-1)"	"unprognostic (6.89e-2)"	"unprognostic (4.66e-2)"	"unprognostic (8.17e-2)"	"unprognostic (2.85e-1)"	"prognostic favorable (2.09e-4)"	"unprognostic (3.86e-3)"	"unprognostic (1.26e-1)"	"unprognostic (2.75e-2)"	"unprognostic (9.72e-2)"	"unprognostic (1.92e-1)"	"unprognostic (1.29e-1)"	"unprognostic (4.76e-2)"
PAG1	"CBP, PAG"	ENSG00000076641	"Phosphoprotein membrane anchor with glycosphingolipid microdomains 1"	Q9NWQ8	8	80967810-81112068	"Predicted intracellular proteins"	"Adaptive immunity, Immunity"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"granulocytes: 187.1;Melanocytes: 203.8;Microglial cells: 162.4;monocytes: 420.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Leukemia: 15.3;lymphoma: 22.3"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA001632, HPA066527"	Enhanced		Supported	"Vesicles,Plasma membrane"		NA	NA			"Cluster 51: Monocytes - Innate immune response"	"Cluster 3: T-cells - Adaptive immune response"	"Cluster 64: Lymphoma - Humoral immune response"	"Cluster 33: Macrophages - Degranulation"	"Vesicles, Plasma membrane"		"HPA001632: AB_1079557, HPA066527: AB_2685685"	"unprognostic (8.30e-2)"	"unprognostic (3.84e-2)"	"unprognostic (5.89e-2)"	"unprognostic (4.79e-2)"	"unprognostic (1.55e-1)"	"unprognostic (6.91e-2)"	"unprognostic (3.71e-3)"	"unprognostic (3.84e-2)"	"unprognostic (3.73e-2)"	"unprognostic (4.52e-2)"	"unprognostic (2.93e-1)"	"unprognostic (1.46e-1)"	"prognostic unfavorable (1.24e-6)"	"unprognostic (2.12e-1)"	"prognostic unfavorable (6.82e-4)"	"unprognostic (1.80e-1)"	"unprognostic (1.94e-3)"
PAK1		ENSG00000149269	"P21 (RAC1) activated kinase 1"	Q13153	11	77322017-77474635	"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins"	"Apoptosis, Exocytosis"	"Allosteric enzyme, Kinase, Serine/threonine-protein kinase, Transferase"	"Disease variant, Epilepsy, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in all"		"Excitatory neurons: 216.3;Langerhans cells: 184.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in all"	9	"classical monocyte: 182.2;eosinophil: 292.7;intermediate monocyte: 177.7;myeloid DC: 264.3;neutrophil: 431.8;non-classical monocyte: 202.6"	"Group enriched"	"Detected in all"	11	"dendritic cells: 264.3;granulocytes: 431.8;monocytes: 202.6"	"Low cancer specificity"	"Detected in all"			"Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA003565, CAB005312"	Enhanced	Supported	Supported	"Plasma membrane,Cytosol"		NA	NA		560000	"Cluster 28: Myeloid DCs - Unknown function"	"Cluster 10: Brain - Neuronal signaling"	"Cluster 9: Lymphoid cancers - Immune response"	"Cluster 75: Myeloid cells - Innate immune response"	"Plasma membrane, Cytosol"		"CAB005312: AB_2160720, HPA003565: AB_1854935"	"unprognostic (1.15e-2)"	"unprognostic (3.23e-2)"	"prognostic favorable (5.87e-4)"	"unprognostic (1.30e-1)"	"prognostic unfavorable (1.15e-4)"	"unprognostic (6.62e-2)"	"unprognostic (8.19e-3)"	"unprognostic (4.84e-2)"	"unprognostic (1.05e-1)"	"unprognostic (1.22e-3)"	"unprognostic (1.86e-2)"	"unprognostic (2.76e-1)"	"unprognostic (1.02e-1)"	"unprognostic (6.91e-2)"	"unprognostic (1.57e-1)"	"unprognostic (4.00e-3)"	"unprognostic (1.52e-2)"
PAK6	PAK5	ENSG00000137843	"P21 (RAC1) activated kinase 6"	Q9NQU5	15	40217428-40277487	"Enzymes, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 25.6;skin 1: 28.2"	"Cell type enhanced"	"Detected in many"		"Cytotrophoblasts: 52.6;Sertoli cells: 22.1;Squamous epithelial cells: 18.3;Suprabasal keratinocytes: 23.4"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Adipose visceral - Mesothelial cells, Heart muscle - Cardiomyocytes, Lung - Alveolar cells type 2, Skin - Keratinocyte (other), Testis - Sertoli cells, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA031124	Approved		Approved	"Nucleoplasm,Nucleoli fibrillar center,Cell Junctions"		NA	NA			"Cluster 36: GdT-cells - Adaptive immune response"	"Cluster 27: Brain & Skin - Unknown function"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 28: Cytotrophoblasts - Unknown function"	"Nucleoplasm, Nucleoli fibrillar center"	"Cell Junctions"	"HPA031124: AB_10601044"	"unprognostic (1.85e-3)"	"unprognostic (2.15e-1)"	"unprognostic (3.33e-3)"	"unprognostic (7.79e-3)"	"unprognostic (7.08e-3)"	"unprognostic (9.57e-2)"		"unprognostic (2.71e-1)"	"unprognostic (7.73e-2)"	"unprognostic (1.34e-2)"	"unprognostic (7.13e-3)"	"unprognostic (4.04e-2)"	"unprognostic (8.87e-3)"	"unprognostic (1.72e-1)"	"unprognostic (1.79e-1)"	"unprognostic (7.37e-3)"	"unprognostic (3.34e-2)"
PALLD	"CGI-151, KIAA0992, SIH002"	ENSG00000129116	"Palladin, cytoskeletal associated protein"	Q8WX93	4	168497052-168928457	"Disease related genes, Predicted intracellular proteins"		Actin-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Cardiomyocytes: 742.2;Peritubular cells: 400.9;Smooth muscle cells: 300.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"basophil: 13.7"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Kidney - Fibroblasts, Prostate - Smooth muscle cells, Skin - Outer root sheath cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA035905, CAB070159"	Enhanced		Supported	"Plasma membrane,Actin filaments,Mitochondria,Cytosol"		No	No		27000	"Cluster 10: Basophils - Unknown function"	"Cluster 12: Smooth muscle tissue - Mixed function"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 15: Smooth muscle cells - Muscle contraction"	"Actin filaments"	"Plasma membrane, Mitochondria, Cytosol"	"CAB070159: AB_1726016, HPA035905: AB_2674854"	"unprognostic (3.59e-2)"	"unprognostic (3.99e-1)"	"unprognostic (2.55e-2)"	"unprognostic (5.03e-3)"	"unprognostic (2.51e-1)"	"unprognostic (7.03e-2)"	"unprognostic (2.60e-1)"	"unprognostic (2.40e-2)"	"unprognostic (3.57e-2)"	"unprognostic (4.21e-2)"	"unprognostic (2.38e-1)"	"unprognostic (3.86e-1)"	"unprognostic (8.54e-2)"	"unprognostic (1.39e-2)"	"unprognostic (1.36e-1)"	"unprognostic (1.50e-1)"	"prognostic unfavorable (3.28e-4)"
PALM	"KIAA0270, PALM1"	ENSG00000099864	Paralemmin	O75781	19	708935-748329	"Predicted intracellular proteins"	"Cell shape"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 257.8"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 82.6;Distal tubular cells: 49.8;Leydig cells: 50.6;Muller glia cells: 85.2;Peritubular cells: 43.0;Proximal tubular cells: 47.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	5	"non-classical monocyte: 1.9"	"Lineage enriched"	"Detected in single"	19	"monocytes: 1.9"	"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Breast - Adipocytes (Breast), Liver - Vascular Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA041713, HPA049578"	Approved		Enhanced	"Nucleoplasm,Plasma membrane"		NA	NA			"Cluster 14: Monocytes - Unknown function"	"Cluster 10: Brain - Neuronal signaling"	"Cluster 22: Rhabdoid cancers - Neuronal signaling"	"Cluster 66: Endothelial cells - Angiogenesis"	"Nucleoplasm, Plasma membrane"		"HPA041713: AB_10794305, HPA049578: AB_2680822"	"unprognostic (9.08e-3)"	"unprognostic (2.97e-2)"	"unprognostic (2.11e-2)"	"unprognostic (3.53e-3)"	"unprognostic (1.61e-1)"	"unprognostic (3.77e-2)"	"unprognostic (1.42e-1)"	"unprognostic (8.39e-2)"	"unprognostic (7.62e-2)"	"unprognostic (1.36e-2)"	"prognostic favorable (9.81e-4)"	"unprognostic (2.74e-2)"	"prognostic favorable (5.44e-4)"	"unprognostic (1.24e-2)"	"unprognostic (1.13e-1)"	"unprognostic (1.55e-2)"	"unprognostic (6.00e-2)"
PALM2AKAP2	PALM2-AKAP2	ENSG00000157654	"PALM2 and AKAP2 fusion"	"Q8IXS6, Q9Y2D5"	9	109498325-110172512	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Adipocytes: 365.1;Alveolar cells type 1: 422.8;Cardiomyocytes: 315.8;Endothelial cells: 245.1;granulocytes: 189.8"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"memory B-cell: 10.6;naive B-cell: 10.3"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"							"HPA058905, HPA074153, HPA076866"	Uncertain		Supported	"Plasma membrane"		NA	NA			"Cluster 43: B-cells - Humoral immune response"	"Cluster 82: Adipose tissue - ECM organization"	"Cluster 3: HUVEC & TIME - Signal transduction"	"Cluster 66: Endothelial cells - Angiogenesis"	"Plasma membrane"		"HPA058905: AB_2683851, HPA074153: AB_2686669, HPA076866: "	"unprognostic (7.12e-2)"	"unprognostic (1.64e-6)"	"unprognostic (7.90e-2)"	"unprognostic (3.67e-2)"	"unprognostic (2.45e-1)"	"unprognostic (3.19e-1)"	"unprognostic (9.91e-2)"	"unprognostic (1.37e-1)"	"unprognostic (1.75e-1)"	"unprognostic (8.37e-3)"	"unprognostic (2.40e-2)"	"unprognostic (2.77e-1)"	"unprognostic (1.19e-1)"	"unprognostic (2.05e-3)"	"unprognostic (7.77e-2)"	"unprognostic (1.98e-4)"	"unprognostic (3.36e-5)"
PALM3		ENSG00000187867	"Paralemmin 3"	A6NDB9	19	14053363-14062076	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 46.9;liver: 55.7;stomach 1: 30.5"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 2: 15.1;Basal prostatic cells: 28.9;Cholangiocytes: 19.2;Collecting duct cells: 37.4;Exocrine glandular cells: 17.6;Hepatocytes: 35.1;Spermatogonia: 22.3"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Rhabdoid: 19.1"		"Low region specificity"	"Detected in many"			"Not detected"	"Not detected"			"HPA052794, HPA056119"	Enhanced		Approved	"Nucleoplasm,Nuclear bodies,Plasma membrane"		NA	NA				"Cluster 81: Kidney & Liver - Metabolism"	"Cluster 22: Rhabdoid cancers - Neuronal signaling"	"Cluster 70: Basal prostatic cells - Lipid metabolism"	"Nucleoplasm, Nuclear bodies"	"Plasma membrane"	"HPA052794: AB_2681952, HPA056119: AB_2683042"	"unprognostic (3.67e-2)"	"unprognostic (9.08e-2)"	"unprognostic (4.72e-2)"	"prognostic unfavorable (7.87e-4)"	"unprognostic (2.14e-2)"	"unprognostic (1.47e-1)"	"unprognostic (4.66e-2)"	"unprognostic (7.62e-2)"	"unprognostic (1.97e-1)"	"unprognostic (3.91e-1)"	"unprognostic (3.93e-2)"	"unprognostic (3.88e-2)"	"unprognostic (2.09e-2)"	"unprognostic (1.06e-1)"	"unprognostic (5.68e-2)"	"unprognostic (1.10e-2)"	"unprognostic (1.72e-3)"
PALMD	"C1orf11, FLJ20271, PALML"	ENSG00000099260	Palmdelphin	Q9NP74	1	99646113-99694541	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adipose tissue: 130.8"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 470.8;Cardiomyocytes: 255.3;Endothelial cells: 206.7;Mucus glandular cells: 129.8;Skeletal myocytes: 177.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 27.7"	"Colon - Endothelial cells, Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA017959, HPA030549"	Supported		Supported	"Plasma membrane,Actin filaments,Focal adhesion sites"		NA	NA				"Cluster 82: Adipose tissue - ECM organization"	"Cluster 47: Retina - Visual perception"	"Cluster 66: Endothelial cells - Angiogenesis"	"Actin filaments"	"Plasma membrane, Focal adhesion sites"	"HPA017959: AB_1854949, HPA030549: AB_2673518"	"unprognostic (1.48e-2)"	"unprognostic (1.15e-2)"	"unprognostic (2.05e-2)"	"prognostic favorable (9.42e-4)"	"unprognostic (7.67e-2)"	"prognostic favorable (5.90e-5)"	"unprognostic (1.54e-2)"	"unprognostic (2.10e-1)"	"unprognostic (3.93e-2)"	"unprognostic (1.64e-1)"	"unprognostic (8.32e-2)"	"unprognostic (6.18e-2)"	"unprognostic (5.19e-2)"	"unprognostic (1.63e-2)"	"unprognostic (1.88e-1)"	"unprognostic (2.70e-1)"	"unprognostic (8.08e-2)"
PANX2	"hPANX2, PX2"	ENSG00000073150	"Pannexin 2"	Q96RD6	22	50170731-50180295	"Predicted membrane proteins, Transporters"	"Ion transport, Transport"	"Ion channel"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	5	"brain: 51.0"	"Cell type enhanced"	"Detected in many"		"Basal prostatic cells: 13.0;dendritic cells: 13.1;Excitatory neurons: 13.1;Horizontal cells: 13.5;Inhibitory neurons: 15.4;Muller glia cells: 25.1"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"neutrophil: 1.9"	"Lineage enhanced"	"Detected in single"		"granulocytes: 1.9"	"Low cancer specificity"	"Detected in many"			"Adipose visceral - Mesothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA004624, HPA039117"	Enhanced		Supported	"Plasma membrane"		NA	NA			"Cluster 49: Eosinophils - Unknown function"	"Cluster 70: Brain - Nervous system development"	"Cluster 61: Liver - Metabolism"	"Cluster 48: Plasmacytoid dendritic cells - Unknown function"	"Plasma membrane"		"HPA004624: , HPA039117: AB_10805354"	"unprognostic (1.00e-1)"	"unprognostic (7.25e-2)"	"unprognostic (2.72e-2)"	"unprognostic (1.05e-1)"	"unprognostic (3.01e-3)"	"unprognostic (2.11e-2)"	"unprognostic (1.03e-1)"	"unprognostic (1.48e-1)"	"unprognostic (1.56e-1)"	"unprognostic (4.43e-2)"	"unprognostic (3.08e-1)"	"unprognostic (1.23e-1)"	"unprognostic (1.65e-9)"	"unprognostic (2.23e-1)"	"unprognostic (1.78e-1)"	"unprognostic (3.00e-1)"	"unprognostic (4.08e-1)"
PAQR8	"C6orf33, LMPB1, MPRB"	ENSG00000170915	"Progestin and adipoQ receptor family member 8"	Q8TEZ7	6	52361421-52407777	"Predicted membrane proteins, Transporters"	"Differentiation, Oogenesis"	"Developmental protein, Receptor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 144.9"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 163.2;Distal enterocytes: 111.2;Microglial cells: 72.1;Oligodendrocytes: 281.5;Paneth cells: 82.4;Proximal enterocytes: 99.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"testis cancer: 34.4"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA064625			Supported	"Golgi apparatus,Plasma membrane"		NA	NA			"Cluster 32: T-cells - Unknown function"	"Cluster 70: Brain - Nervous system development"	"Cluster 19: Stomach & Colon cancer - Absorption"	"Cluster 50: Enterocytes - Absorption"	"Plasma membrane"	"Golgi apparatus"	"HPA064625: AB_2685304"	"prognostic favorable (4.61e-4)"	"unprognostic (7.39e-3)"	"unprognostic (2.77e-3)"	"unprognostic (8.23e-2)"	"unprognostic (4.33e-1)"	"unprognostic (4.08e-3)"	"unprognostic (2.66e-2)"	"unprognostic (5.67e-2)"	"unprognostic (6.37e-2)"	"unprognostic (4.30e-3)"	"unprognostic (2.10e-1)"	"unprognostic (5.55e-2)"	"unprognostic (8.82e-3)"	"unprognostic (1.04e-1)"	"unprognostic (2.12e-1)"	"unprognostic (3.14e-2)"	"prognostic favorable (6.40e-4)"
PARD3	"ASIP, Baz, Bazooka, PAR3, PARD3A, PPP1R118"	ENSG00000148498	"Par-3 family cell polarity regulator"	Q8TEW0	10	34109560-34815325	"Disease related genes, Plasma proteins, Predicted intracellular proteins"	"Cell cycle, Cell division, Differentiation"		"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Astrocytes: 441.3;Inhibitory neurons: 142.9;Microglial cells: 187.9;Oligodendrocyte precursor cells: 352.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	50	"basophil: 9.6"	"Lineage enriched"	"Detected in single"	97	"granulocytes: 9.6"	"Low cancer specificity"	"Detected in all"			"Lung - Alveolar cells type 1, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA030443	Approved		Supported	"Plasma membrane,Cell Junctions"		NA	NA		21000	"Cluster 34: Basophils - Unknown function"	"Cluster 31: Skin - Epidermis development"	"Cluster 68: Kidney - Mixed function"	"Cluster 63: Astrocytes - Nervous system maintenance"	"Plasma membrane, Cell Junctions"		"HPA030443: AB_10600926"	"unprognostic (9.49e-2)"	"unprognostic (1.18e-1)"	"unprognostic (1.62e-1)"	"unprognostic (2.83e-2)"	"unprognostic (1.81e-2)"	"unprognostic (3.52e-2)"	"prognostic unfavorable (1.73e-5)"	"unprognostic (3.48e-1)"	"unprognostic (3.49e-1)"	"unprognostic (8.07e-2)"	"unprognostic (5.82e-3)"	"unprognostic (1.28e-1)"	"unprognostic (1.05e-1)"	"unprognostic (1.20e-2)"	"unprognostic (3.54e-1)"	"unprognostic (9.20e-2)"	"prognostic unfavorable (4.41e-4)"
