Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
KRT75	K6HF	ENSG00000170454	"Keratin 75"	O95678	12	52424070-52434371	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"			"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	15	"skin 1: 27.5"	"Cell type enhanced"	"Detected in some"		"Basal keratinocytes: 3.0;Ductal cells: 18.3;Exocrine glandular cells: 2.5;Late spermatids: 3.8;Pancreatic endocrine cells: 5.2;Suprabasal keratinocytes: 4.8"	"Cancer enriched"	"Detected in many"	4	"head and neck cancer: 36.0"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"breast cancer: 12.0"	"Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA019367, HPA076201"	Enhanced		Approved	"Plasma membrane,Cytosol"		NA	NA		1500000000		"Cluster 61: Skin - Cornification"	"Cluster 65: Breast cancer - Unknown function"	"Cluster 74: Pancreatic cells - Mixed function"	Cytosol	"Plasma membrane"	"HPA019367: AB_1852239, HPA076201: AB_2686786"	"unprognostic (2.83e-2)"	"unprognostic (2.81e-2)"	"unprognostic (1.65e-2)"	"unprognostic (5.79e-2)"	"unprognostic (8.85e-3)"	"unprognostic (2.67e-1)"		"unprognostic (2.17e-2)"	"unprognostic (1.72e-1)"	"unprognostic (6.60e-2)"	"unprognostic (9.20e-2)"	"unprognostic (5.19e-2)"		"unprognostic (2.45e-1)"	"unprognostic (8.98e-2)"		"unprognostic (1.94e-1)"
KRT77	KRT1B	ENSG00000189182	"Keratin 77"	Q7Z794	12	52689626-52703524	"Plasma proteins, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	14	"skin 1: 273.0"	"Cell type enriched"	"Detected in some"	5	"Suprabasal keratinocytes: 9.7"	"Cancer enhanced"	"Detected in some"		"testis cancer: 1.3"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Skin - Keratinocyte (other)"	"Low region specificity"	"Detected in many"			"Not detected"	"Not detected"			HPA045934	Enhanced		Approved	"Nuclear membrane,Plasma membrane"		NA	NA		1200000000		"Cluster 61: Skin - Cornification"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 22: Squamous epithelial cells - Keratinization"	"Nuclear membrane, Plasma membrane"		"HPA045934: AB_10960065"	"unprognostic (3.52e-2)"	"unprognostic (1.54e-1)"				"unprognostic (1.41e-1)"		"unprognostic (3.79e-1)"	"unprognostic (2.61e-1)"						"unprognostic (2.11e-1)"		"unprognostic (2.06e-1)"
LAX1	"FLJ20340, LAX"	ENSG00000122188	"Lymphocyte transmembrane adaptor 1"	Q8IWV1	1	203765177-203776372	"Predicted membrane proteins"	"Adaptive immunity, Immunity"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	4	"lymphoid tissue: 21.2"	"Cell type enhanced"	"Detected in some"		"granulocytes: 176.3;NK-cells: 31.2;Plasma cells: 63.0;T-cells: 31.6"	"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Low immune cell specificity"	"Detected in many"			"Group enriched"	"Detected in many"	14	"B-cells: 7.5;NK-cells: 5.2;T-cells: 12.0"	"Cancer enriched"	"Detected in some"	6	"Myeloma: 38.5"	"Adipose subcutaneous - Mast cells, Breast - Plasma cells, Colon - Mast cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA002461, HPA003887, CAB025358"	Enhanced		Enhanced	"Golgi apparatus,Plasma membrane,Cytosol"		NA	NA			"Cluster 15: NK-cells - Transcription"	"Cluster 16: Immune cells - Immune response"	"Cluster 44: Myeloma - Humoral immune response"	"Cluster 46: Granulocytes - Mast cell degranulation"	"Plasma membrane, Cytosol"	"Golgi apparatus"	"CAB025358: , HPA002461: AB_1079239, HPA003887: AB_1079240"	"unprognostic (2.85e-3)"	"unprognostic (3.83e-3)"	"unprognostic (3.90e-4)"	"unprognostic (3.65e-2)"	"unprognostic (5.22e-2)"	"unprognostic (1.03e-5)"	"unprognostic (2.99e-2)"	"unprognostic (4.91e-2)"	"unprognostic (4.36e-2)"	"unprognostic (3.31e-3)"	"unprognostic (4.77e-1)"	"unprognostic (4.36e-1)"	"unprognostic (4.23e-4)"	"unprognostic (3.07e-1)"	"unprognostic (1.12e-1)"	"unprognostic (2.15e-1)"	"unprognostic (1.51e-1)"
LCTL	"FLJ33279, KLG, KLPH"	ENSG00000188501	"Lactase like"	Q6UWM7	15	66547179-66565979	"Cancer-related genes, Predicted membrane proteins"	"Sensory transduction, Vision"		"Cancer-related genes"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 3.0"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 2.8;Cone photoreceptor cells: 3.4;Early spermatids: 4.1;Late spermatids: 10.6"	"Group enriched"	"Detected in some"	5	"glioma: 1.5;melanoma: 0.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"testis cancer: 6.0"		"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA071640			Approved	"Endoplasmic reticulum,Plasma membrane"		NA	NA				"Cluster 70: Brain - Nervous system development"	"Cluster 33: Skin cancer - Membrane components"	"Cluster 6: Late spermatids - Spermatogenesis"	"Plasma membrane"	"Endoplasmic reticulum"	"HPA071640: AB_2686428"	"unprognostic (4.60e-2)"	"unprognostic (5.46e-2)"	"unprognostic (8.70e-2)"	"unprognostic (1.56e-2)"	"unprognostic (3.22e-3)"	"unprognostic (3.53e-2)"	"unprognostic (6.67e-2)"	"unprognostic (1.06e-2)"	"unprognostic (2.59e-2)"	"unprognostic (1.04e-1)"	"unprognostic (3.47e-1)"	"unprognostic (4.51e-3)"	"unprognostic (4.44e-16)"	"unprognostic (6.06e-2)"	"unprognostic (3.39e-1)"	"unprognostic (5.48e-2)"	"unprognostic (1.39e-1)"
LHCGR	"HHG, LCGR, LGR2, LHR, ULG5"	ENSG00000138039	"Luteinizing hormone/choriogonadotropin receptor"	P22888	2	48686774-48755730	"Disease related genes, FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 3.2;ovary: 2.1;testis: 2.2"	"Cell type enriched"	"Detected in some"	14	"Theca cells: 93.0"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Breast - Adipocytes (Breast)"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"CAB009814, HPA073668"	Uncertain		Supported	"Plasma membrane,Centriolar satellite"		NA	NA				"Cluster 21: Non-specific - Transcription"	"Cluster 10: Ovarian & Endometrial cancers - Unknown function"	"Cluster 17: Granulosa cells - Transcription regulation"	"Plasma membrane"	"Centriolar satellite"	"CAB009814: AB_2135467, HPA073668: "	"unprognostic (8.57e-2)"				"unprognostic (1.08e-1)"			"unprognostic (1.54e-1)"		"unprognostic (1.41e-1)"			"unprognostic (3.14e-2)"	"unprognostic (2.97e-2)"	"unprognostic (2.24e-2)"	"unprognostic (5.22e-2)"	
LIPI	"CT17, LPDL, mPA-PLA1beta, PLA1C, PRED5"	ENSG00000188992	"Lipase I"	Q6XZB0	21	14108813-14210955	"Disease related genes, Predicted intracellular proteins, Predicted secreted proteins"	"Lipid degradation, Lipid metabolism"	"Heparin-binding, Hydrolase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	167	"epididymis: 421.0"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 1.7;Excitatory neurons: 1.5;Inhibitory neurons: 1.9;Microglial cells: 1.8;Oligodendrocyte precursor cells: 1.9"	"Cancer enriched"	"Detected in single"	6	"thyroid cancer: 0.5"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	29	"Bone cancer: 25.7"		"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA049665			Supported	"Plasma membrane"	"Secreted in male reproductive system"	NA	NA				"Cluster 30: Epididymis - Antimicrobial activity"	"Cluster 14: Bone cancer - Transcription"	"Cluster 32: Neurons - Synaptic function"	"Plasma membrane"		"HPA049665: "	"unprognostic (2.60e-2)"	"unprognostic (3.49e-1)"		"unprognostic (1.12e-3)"	"unprognostic (1.14e-1)"	"unprognostic (1.08e-2)"		"unprognostic (1.19e-1)"	"unprognostic (2.05e-2)"	"unprognostic (1.68e-1)"	"unprognostic (4.53e-2)"	"unprognostic (2.90e-1)"	"unprognostic (3.64e-13)"	"unprognostic (2.82e-1)"	"unprognostic (4.14e-2)"	"unprognostic (2.90e-1)"	"unprognostic (7.87e-3)"
LIPJ	"bA425M17.2, LIPL1"	ENSG00000204022	"Lipase family member J"	Q5W064	10	88586753-88606976	"Predicted intracellular proteins"	"Lipid degradation, Lipid metabolism"	Hydrolase		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enriched"	"Detected in some"	6	"testis: 7.0"	"Cell type enriched"	"Detected in some"	11	"Early spermatids: 87.6"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Early spermatids"									HPA048594	Uncertain		Approved	"Plasma membrane"		NA	NA				"Cluster 78: Testis - Spermatogenesis"	"Cluster 69: BICR 18 - Unknown function"	"Cluster 57: Early spermatids - Flagellum & Golgi organization"	"Plasma membrane"		"HPA048594: AB_2680456"	"unprognostic (4.79e-3)"	"unprognostic (6.77e-2)"	"unprognostic (4.80e-2)"	"unprognostic (2.36e-1)"	"unprognostic (2.70e-2)"	"unprognostic (9.33e-2)"	"unprognostic (2.90e-3)"	"unprognostic (7.50e-2)"	"unprognostic (1.65e-1)"	"unprognostic (1.09e-1)"	"unprognostic (4.73e-2)"	"unprognostic (1.73e-2)"	"unprognostic (6.21e-4)"	"unprognostic (9.87e-2)"	"unprognostic (9.57e-2)"	"unprognostic (1.85e-1)"	"unprognostic (1.88e-1)"
LMOD2		ENSG00000170807	"Leiomodin 2"	Q6P5Q4	7	123655866-123664290	"Predicted intracellular proteins"		Actin-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	39	"heart muscle: 778.4;skeletal muscle: 933.7;tongue: 793.6"	"Group enriched"	"Detected in some"	79	"Cardiomyocytes: 1617.7;Skeletal myocytes: 651.2"	"Group enriched"	"Detected in some"	20	"head and neck cancer: 3.5;prostate cancer: 1.4"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"HPA046370, HPA051039"	Enhanced		Uncertain	"Plasma membrane,Actin filaments,Cytosol"		NA	NA				"Cluster 38: Heart - Muscle contraction"	"Cluster 47: Retina - Visual perception"	"Cluster 77: Cardiomyocytes - Muscle contraction"	"Plasma membrane"	"Actin filaments, Cytosol"	"HPA046370: , HPA051039: AB_2681321"	"unprognostic (2.55e-1)"			"unprognostic (1.14e-1)"	"unprognostic (1.43e-1)"	"unprognostic (2.38e-3)"	"unprognostic (1.18e-1)"	"unprognostic (5.50e-1)"	"unprognostic (5.69e-2)"	"unprognostic (6.98e-2)"		"unprognostic (2.13e-2)"	"unprognostic (1.43e-3)"	"unprognostic (3.37e-2)"	"unprognostic (1.51e-1)"		"unprognostic (1.82e-3)"
LOXHD1	"DFNB77, FLJ32670, LH2D1"	ENSG00000167210	"Lipoxygenase homology domains 1"	Q8IVV2	18	46476972-46657220	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	Hearing		"Deafness, Non-syndromic deafness"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"epididymis: 7.2;kidney: 6.9;testis: 23.0"	"Group enriched"	"Detected in some"	65	"Early spermatids: 150.7;Late spermatids: 430.0"	"Cancer enhanced"	"Detected in single"		"testis cancer: 0.5"	"Region enhanced"	"Detected in some"		"basal ganglia: 3.4"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	41	"Bone cancer: 55.8"	"Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA077128			Approved	"Plasma membrane"		NA	NA				"Cluster 68: Epididymis - Unknown function"	"Cluster 14: Bone cancer - Transcription"	"Cluster 6: Late spermatids - Spermatogenesis"	"Plasma membrane"		"HPA077128: "	"unprognostic (6.95e-2)"	"unprognostic (1.88e-2)"	"unprognostic (4.81e-3)"	"unprognostic (2.65e-1)"	"unprognostic (1.30e-2)"	"unprognostic (7.75e-4)"	"unprognostic (9.53e-2)"	"unprognostic (7.91e-2)"	"unprognostic (7.61e-2)"	"unprognostic (9.44e-2)"	"unprognostic (1.26e-2)"	"unprognostic (1.93e-2)"	"unprognostic (7.43e-3)"	"unprognostic (6.48e-5)"	"unprognostic (2.30e-1)"	"unprognostic (8.10e-3)"	"unprognostic (1.66e-3)"
LPAR4	"GPR23, LPA4, P2RY9, P2Y5-LIKE, P2Y9"	ENSG00000147145	"Lysophosphatidic acid receptor 4"	Q99677	X	78747709-78757094	"G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 3.8;ovary: 3.6"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 9.8;Fibroblasts: 4.5;Leydig cells: 20.3;Mucus glandular cells: 11.8"	"Cancer enhanced"	"Detected in single"		"glioma: 0.9"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	19	"basophil: 6.3"	"Lineage enriched"	"Detected in single"	19	"granulocytes: 6.3"	"Cancer enhanced"	"Detected in some"		"Bone cancer: 2.6;testis cancer: 3.4"	"Thyroid - Fibroblasts"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"HPA046563, HPA054951, HPA055571"	Uncertain		Supported	"Nuclear bodies,Vesicles,Plasma membrane"		NA	NA			"Cluster 34: Basophils - Unknown function"	"Cluster 57: Non-specific - Angiogenesis"	"Cluster 66: Myeloid cells - Innate immune response"	"Cluster 65: Fibroblasts - ECM organization"	"Plasma membrane"	"Nuclear bodies, Vesicles"	"HPA046563: AB_2732529, HPA054951: AB_2682646, HPA055571: AB_2682853"	"unprognostic (1.62e-1)"	"unprognostic (3.53e-1)"	"unprognostic (1.58e-1)"	"unprognostic (5.81e-4)"	"unprognostic (3.12e-2)"	"unprognostic (4.85e-3)"	"unprognostic (2.81e-1)"	"unprognostic (2.57e-1)"	"unprognostic (6.75e-2)"	"unprognostic (6.73e-2)"	"unprognostic (8.91e-2)"	"unprognostic (4.86e-4)"	"unprognostic (2.99e-5)"	"unprognostic (9.27e-3)"	"unprognostic (1.00e-1)"	"unprognostic (3.58e-2)"	"unprognostic (6.03e-3)"
LRFN2	"FIGLER2, KIAA1246, SALM1"	ENSG00000156564	"Leucine rich repeat and fibronectin type III domain containing 2"	Q9ULH4	6	40391591-40587364	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"brain: 6.4;retina: 3.2"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 23.4;Cone photoreceptor cells: 93.1;Excitatory neurons: 109.9;Inhibitory neurons: 61.1;Oligodendrocyte precursor cells: 47.7"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in many"		"basal ganglia: 6.4;cerebral cortex: 5.9"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bone cancer: 2.2;Neuroblastoma: 3.8"	"Colon - Colon enteroendocrine cells, Pancreas - Beta cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA076660	Enhanced		Supported	"Plasma membrane"		NA	NA			"Cluster 36: GdT-cells - Adaptive immune response"	"Cluster 58: Brain - Synaptic function"	"Cluster 41: Non-specific - Cilium assembly"	"Cluster 38: Neurons - Neuronal signaling"	"Plasma membrane"		"HPA076660: AB_2686812"	"unprognostic (1.93e-2)"	"unprognostic (2.04e-1)"	"unprognostic (3.61e-2)"	"unprognostic (4.58e-4)"	"unprognostic (3.10e-1)"	"unprognostic (1.21e-1)"	"unprognostic (2.69e-1)"	"unprognostic (5.75e-3)"	"unprognostic (4.94e-2)"	"unprognostic (1.80e-1)"	"unprognostic (9.05e-2)"	"unprognostic (1.35e-1)"	"unprognostic (1.51e-1)"	"unprognostic (1.64e-1)"	"unprognostic (2.98e-1)"	"unprognostic (1.16e-1)"	"unprognostic (2.66e-4)"
LRRC26	bA350O14.10	ENSG00000184709	"Leucine rich repeat containing 26"	Q2I0M4	9	137168758-137170051	"Predicted membrane proteins, Transporters"	"Ion transport, Transport"	"Ion channel"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	5	"salivary gland: 290.0"	"Cell type enhanced"	"Detected in many"		"Breast glandular cells: 71.8;dendritic cells: 132.0;Intestinal goblet cells: 517.7;Prostatic glandular cells: 94.6;Serous glandular cells: 139.6"	"Cancer enriched"	"Detected in many"	5	"prostate cancer: 47.6"	"Region enriched"	"Detected in single"	5	"cerebellum: 2.6"	"Immune cell enriched"	"Detected in single"	1177	"plasmacytoid DC: 117.6"	"Lineage enriched"	"Detected in single"	1177	"dendritic cells: 117.6"	"Group enriched"	"Detected in many"	4	"breast cancer: 13.3;prostate cancer: 27.3"	"Colon - Colon enterocytes, Lung - Respiratory ciliated cells, Prostate - Prostate glandular cells, Skin - Eccrine sweat gland cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA056312	Approved		Supported	"Nucleoli fibrillar center,Plasma membrane"		NA	NA			"Cluster 3: Plasmacytoid DCs - Unknown function"	"Cluster 24: Salivary gland - Salivary secretion"	"Cluster 24: Prostate cancer - Lipid metabolism"	"Cluster 26: Intestinal epithelial cells - Absorption"	"Plasma membrane"	"Nucleoli fibrillar center"	"HPA056312: AB_2683098"	"unprognostic (1.75e-1)"	"unprognostic (2.28e-2)"	"unprognostic (1.04e-2)"	"prognostic favorable (4.82e-6)"	"unprognostic (3.39e-1)"	"unprognostic (1.67e-2)"	"unprognostic (1.82e-1)"	"unprognostic (2.13e-2)"		"unprognostic (1.98e-1)"	"unprognostic (1.06e-1)"	"unprognostic (1.75e-1)"		"prognostic favorable (3.48e-4)"	"unprognostic (3.27e-1)"		"unprognostic (2.29e-1)"
LRRC34	MGC27085	ENSG00000171757	"Leucine rich repeat containing 34"	Q8IZ02	3	169793003-169812986	"Predicted intracellular proteins"	Differentiation			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"testis: 12.8"	"Cell type enhanced"	"Detected in many"		"Cone photoreceptor cells: 37.9;Early spermatids: 178.8;Endometrial ciliated cells: 37.8;Respiratory ciliated cells: 72.9;Spermatocytes: 90.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"plasmacytoid DC: 1.6"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in many"			"Lung - Respiratory ciliated cells, Prostate - Fibroblasts, Testis - Early spermatids"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			HPA035747	Approved		Approved	"Cell Junctions,Microtubules,Cytokinetic bridge,Mitotic spindle"		Yes	NA			"Cluster 37: B-cells - Transcription"	"Cluster 42: Ciliated cells - Cilium & Cell projection"	"Cluster 41: Non-specific - Cilium assembly"	"Cluster 56: Ciliated cells - Cilium assembly"	"Cell Junctions, Microtubules"	"Cytokinetic bridge, Mitotic spindle"	"HPA035747: AB_10670120"	"unprognostic (1.04e-2)"	"unprognostic (5.71e-2)"	"unprognostic (5.67e-2)"	"unprognostic (5.64e-2)"	"unprognostic (9.74e-3)"	"unprognostic (5.46e-2)"	"unprognostic (9.74e-2)"	"unprognostic (8.24e-2)"	"unprognostic (6.39e-3)"	"unprognostic (2.57e-1)"	"unprognostic (6.05e-2)"	"unprognostic (1.23e-1)"	"unprognostic (8.39e-2)"	"unprognostic (1.16e-2)"	"unprognostic (3.48e-1)"	"unprognostic (3.37e-1)"	"unprognostic (2.79e-1)"
LRRC69		ENSG00000214954	"Leucine rich repeat containing 69"	Q6ZNQ3	8	91101832-91219236	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"testis: 2.9"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 84.7;Late spermatids: 20.4;Microglial cells: 26.5;Oligodendrocytes: 26.4"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 7.1"	"Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA046337	Uncertain		Approved	"Plasma membrane"		NA	NA			"Cluster 35: T-regs - Unknown function"	"Cluster 27: Brain & Skin - Unknown function"	"Cluster 51: Myeloma - Humoral immune response"	"Cluster 57: Early spermatids - Flagellum & Golgi organization"	"Plasma membrane"		"HPA046337: AB_2679626"	"unprognostic (1.63e-2)"	"unprognostic (1.02e-1)"	"unprognostic (4.69e-1)"	"unprognostic (3.28e-1)"	"unprognostic (2.78e-1)"	"unprognostic (3.17e-1)"	"unprognostic (3.51e-2)"	"unprognostic (3.50e-2)"	"unprognostic (2.49e-2)"	"unprognostic (1.47e-1)"	"unprognostic (9.18e-2)"	"unprognostic (1.88e-1)"	"unprognostic (3.09e-6)"	"unprognostic (6.91e-2)"	"unprognostic (1.60e-1)"	"unprognostic (1.43e-1)"	"unprognostic (8.68e-5)"
LRRC7	"densin-180, KIAA1365"	ENSG00000033122	"Leucine rich repeat containing 7"		1	69567922-70151945	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Tissue enriched"	"Detected in some"	9	"brain: 20.2"	"Group enriched"	"Detected in many"	12	"Excitatory neurons: 1115.3;Inhibitory neurons: 970.7;Oligodendrocyte precursor cells: 994.0;Oligodendrocytes: 385.3"	"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	5	"amygdala: 6.9;basal ganglia: 17.0;cerebral cortex: 20.2;hippocampal formation: 17.7;thalamus: 11.4"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Neuroblastoma: 2.8"	"Liver - Hepatic stellate cells, Testis - Early spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA005625			Supported	"Nucleoplasm,Plasma membrane,Centrosome,Cytosol"		NA	NA			"Cluster 45: Eosinophils - Innate immune response"	"Cluster 10: Brain - Neuronal signaling"	"Cluster 32: Myeloid leukemia - Oxygen transport"	"Cluster 32: Neurons - Synaptic function"	"Plasma membrane, Cytosol"	"Nucleoplasm, Centrosome"	"HPA005625: AB_1853340"	"unprognostic (2.81e-2)"	"unprognostic (1.62e-2)"	"unprognostic (1.51e-1)"	"unprognostic (2.98e-3)"	"unprognostic (2.47e-1)"	"unprognostic (1.73e-1)"	"unprognostic (1.04e-1)"	"unprognostic (3.50e-2)"	"unprognostic (4.84e-3)"	"unprognostic (2.92e-2)"	"unprognostic (1.06e-3)"	"unprognostic (1.46e-1)"	"unprognostic (5.64e-6)"	"unprognostic (1.31e-2)"	"unprognostic (1.74e-2)"	"unprognostic (5.13e-3)"	"unprognostic (2.08e-3)"
