"","Subcellular.location..CC.","Intramembrane","Topological.domain","Transmembrane"
"Q9UQD0","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:29726066}; Multi-pass membrane protein {ECO:0000269|PubMed:36696443, ECO:0000269|PubMed:36823201}. Cell projection, axon {ECO:0000250|UniProtKB:Q9WTU3}. Note=Mainly localizes to the axon initial segment. {ECO:0000250|UniProtKB:Q9WTU3}.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasmic vesicle {ECO:0000269|PubMed:19136557}. Cell projection, podosome {ECO:0000269|PubMed:19136557}.","INTRAMEM 356..380; /note=Pore-forming; /evidence=ECO:0000250|UniProtKB:D0E0C2; INTRAMEM 922..942; /note=Pore-forming; /evidence=ECO:0000250|UniProtKB:D0E0C2; INTRAMEM 1400..1421; /note=Pore-forming; /evidence=ECO:0000250|UniProtKB:D0E0C2; INTRAMEM 1691..1713; /note=Pore-forming; /evidence=ECO:0000250|UniProtKB:D0E0C2","TOPO_DOM 1..132; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 152..158; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 180..193; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 212..217; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 235..253; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 274..355; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 381..387; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 409..753; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 773..783; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 804..817; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 838..839; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 858..873; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 893..921; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 943..955; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 977..1199; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 1218..1230; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 1250..1263; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 1283..1290; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 1310..1326; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 1347..1399; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 1422..1438; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 1461..1523; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 1542..1552; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 1572..1583; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 1602..1614; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 1632..1650; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 1669..1690; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 1714..1742; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 1766..1980; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 133..151; /note=Helical; Name=S1 of repeat I; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 159..179; /note=Helical; Name=S2 of repeat I; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 194..211; /note=Helical; Name=S3 of repeat I; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 218..234; /note=Helical; Name=S4 of repeat I; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 254..273; /note=Helical; Name=S5 of repeat I; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 388..408; /note=Helical; Name=S6 of repeat I; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 754..772; /note=Helical; Name=S1 of repeat II; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 784..803; /note=Helical; Name=S2 of repeat II; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 818..837; /note=Helical; Name=S3 of repeat II; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 840..857; /note=Helical; Name=S4 of repeat II; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 874..892; /note=Helical; Name=S5 of repeat II; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 956..976; /note=Helical; Name=S6 of repeat II; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1200..1217; /note=Helical; Name=S1 of repeat III; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1231..1249; /note=Helical; Name=S2 of repeat III; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1264..1282; /note=Helical; Name=S3 of repeat III; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1291..1309; /note=Helical; Name=S4 of repeat III; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1327..1346; /note=Helical; Name=S5 of repeat III; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1439..1460; /note=Helical; Name=S6 of repeat III; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1524..1541; /note=Helical; Name=S1 of repeat IV; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1553..1571; /note=Helical; Name=S2 of repeat IV; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1584..1601; /note=Helical; Name=S3 of repeat IV; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1615..1631; /note=Helical; Name=S4 of repeat IV; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1651..1668; /note=Helical; Name=S5 of repeat IV; /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1743..1765; /note=Helical; Name=S6 of repeat IV; /evidence=ECO:0000250|UniProtKB:D0E0C2"
"Q14160","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19386766, ECO:0000269|PubMed:21849460, ECO:0000269|PubMed:28169360}; Peripheral membrane protein. Cell junction {ECO:0000269|PubMed:27380321}. Cell junction, adherens junction. Cell projection, lamellipodium. Cytoplasm {ECO:0000269|PubMed:19386766}. Postsynapse {ECO:0000269|PubMed:15182672}. Presynapse {ECO:0000269|PubMed:15182672}. Note=Targeting to cell-cell junctions which is CDH1-dependent is required for the pro-apoptotic activity. In a subset of CD4+ T-cells, colocalizes with CRTAM at the immunological synapse during the late phase of T-cell activation (By similarity). Localized to small puncta throughout the cytoplasm and cell membrane when in the presence of SNAIL1 (By similarity). Localized along the length of perinuclear emanating vimentin bundles and at vimentin-positive fibrils at the cell periphery (PubMed:19386766). Localized to the lateral plasma membrane during the establishment and maturation of cell-cell contacts (PubMed:19386766). {ECO:0000250|UniProtKB:A0A8P0N4K0, ECO:0000250|UniProtKB:Q80U72, ECO:0000269|PubMed:19386766}.",NA,NA,NA
"Q9NPR2","SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.",NA,"TOPO_DOM 44..717; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 739..837; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 718..738; /note=Helical; /evidence=ECO:0000255"
"Q8TBC3","SUBCELLULAR LOCATION: Lysosome {ECO:0000269|PubMed:16733801}.",NA,NA,NA
"Q13796","SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250}. Cell junction, tight junction {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Note=Associates with cortical F-actin. {ECO:0000250}.",NA,NA,NA
"P53985","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10921872, ECO:0000269|PubMed:12946269, ECO:0000269|PubMed:15505343, ECO:0000269|PubMed:17127621, ECO:0000269|PubMed:24390345, ECO:0000269|PubMed:25957687}; Multi-pass membrane protein {ECO:0000269|PubMed:33333023}. Basolateral cell membrane {ECO:0000250|UniProtKB:P53987}; Multi-pass membrane protein {ECO:0000269|PubMed:33333023}. Apical cell membrane {ECO:0000269|PubMed:15901598}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P53987}. Note=Expression at the cell surface requires the ancillary proteins BSG and EMB. Binds preferentially to BSG. {ECO:0000269|PubMed:10921872}.",NA,"TOPO_DOM 1..22; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 45..55; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 81..84; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 106..109; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 133..146; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 170..174; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 195..261; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 289..295; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 318..328; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 350..353; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 376..389; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 411..421; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 444..500; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 23..44; /note=Helical; Name=1; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 56..80; /note=Helical; Name=2; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 85..105; /note=Helical; Name=3; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 110..132; /note=Helical; Name=4; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 147..169; /note=Helical; Name=5; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 175..194; /note=Helical; Name=6; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 262..288; /note=Helical; Name=7; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 296..317; /note=Helical; Name=8; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 329..349; /note=Helical; Name=9; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 354..375; /note=Helical; Name=10; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 390..410; /note=Helical; Name=11; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO; TRANSMEM 422..443; /note=Helical; Name=12; /evidence=ECO:0000269|PubMed:33333023, ECO:0007744|PDB:7CKO"
"Q8TF71","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11827462, ECO:0000269|PubMed:18337592, ECO:0000269|PubMed:28754537}; Multi-pass membrane protein {ECO:0000255}. Basolateral cell membrane {ECO:0000250|UniProtKB:Q91Y77}; Multi-pass membrane protein {ECO:0000255}.",NA,"TOPO_DOM 1..66; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 88..114; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 136..144; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 166..171; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 193..200; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 222..228; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 250..291; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 313..329; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 351; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 373..396; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 418..419; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 441..451; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 473..515; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 67..87; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 115..135; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 145..165; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 172..192; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 201..221; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 229..249; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 292..312; /note=Helical; Name=7; /evidence=ECO:0000255; TRANSMEM 330..350; /note=Helical; Name=8; /evidence=ECO:0000255; TRANSMEM 352..372; /note=Helical; Name=9; /evidence=ECO:0000255; TRANSMEM 397..417; /note=Helical; Name=10; /evidence=ECO:0000255; TRANSMEM 420..440; /note=Helical; Name=11; /evidence=ECO:0000255; TRANSMEM 452..472; /note=Helical; Name=12; /evidence=ECO:0000255"
"Q7RTY1","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:31784090}; Multi-pass membrane protein {ECO:0000255}.",NA,"TOPO_DOM 1..12; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 483..509; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 13..33; /note=Helical; /evidence=ECO:0000255; TRANSMEM 53..73; /note=Helical; /evidence=ECO:0000255; TRANSMEM 80..100; /note=Helical; /evidence=ECO:0000255; TRANSMEM 102..122; /note=Helical; /evidence=ECO:0000255; TRANSMEM 137..157; /note=Helical; /evidence=ECO:0000255; TRANSMEM 164..184; /note=Helical; /evidence=ECO:0000255; TRANSMEM 305..325; /note=Helical; /evidence=ECO:0000255; TRANSMEM 342..362; /note=Helical; /evidence=ECO:0000255; TRANSMEM 372..392; /note=Helical; /evidence=ECO:0000255; TRANSMEM 398..418; /note=Helical; /evidence=ECO:0000255; TRANSMEM 433..453; /note=Helical; /evidence=ECO:0000255; TRANSMEM 462..482; /note=Helical; /evidence=ECO:0000255"
"Q6PIS1","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.",NA,"TOPO_DOM 1..49; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 71..85; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 107..164; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 186..187; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 209..211; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 233..266; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 288..316; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 338..355; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 377..394; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 415..423; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 447..452; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 473..486; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 508..610; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 50..70; /note=Helical; /evidence=ECO:0000255; TRANSMEM 86..106; /note=Helical; /evidence=ECO:0000255; TRANSMEM 165..185; /note=Helical; /evidence=ECO:0000255; TRANSMEM 188..208; /note=Helical; /evidence=ECO:0000255; TRANSMEM 212..232; /note=Helical; /evidence=ECO:0000255; TRANSMEM 267..287; /note=Helical; /evidence=ECO:0000255; TRANSMEM 317..337; /note=Helical; /evidence=ECO:0000255; TRANSMEM 356..376; /note=Helical; /evidence=ECO:0000255; TRANSMEM 395..414; /note=Helical; /evidence=ECO:0000255; TRANSMEM 424..446; /note=Helical; /evidence=ECO:0000255; TRANSMEM 453..472; /note=Helical; /evidence=ECO:0000255; TRANSMEM 487..507; /note=Helical; /evidence=ECO:0000255"
"Q7LBE3","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17673510, ECO:0000269|PubMed:26801567}; Multi-pass membrane protein {ECO:0000269|PubMed:32818062}. Endomembrane system {ECO:0000269|PubMed:26801567}; Multi-pass membrane protein {ECO:0000269|PubMed:32818062}. Note=Localization to the cell membrane is inhibited by WNK kinases (WNK1, WNK2, WNK3 or WNK4) in a kinase-independent mechanism. {ECO:0000269|PubMed:17673510}.","INTRAMEM 236..244; /note=Helical; /evidence=ECO:0000250|UniProtKB:Q8BU91","TOPO_DOM 1..70; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 97..99; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 118..128; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 143..171; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 191..202; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 225..235; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 245..254; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 274..281; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 298..327; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 349..366; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 383..390; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 401..404; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 424..428; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 451..464; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 477; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 490..791; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 71..96; /note=Helical; /evidence=ECO:0000269|PubMed:32818062, ECO:0007744|PDB:7CH1; TRANSMEM 100..117; /note=Helical; /evidence=ECO:0000269|PubMed:32818062, ECO:0007744|PDB:7CH1; TRANSMEM 129..142; /note=Helical; /evidence=ECO:0000269|PubMed:32818062, ECO:0007744|PDB:7CH1; TRANSMEM 172..190; /note=Helical; /evidence=ECO:0000269|PubMed:32818062, ECO:0007744|PDB:7CH1; TRANSMEM 203..224; /note=Helical; /evidence=ECO:0000269|PubMed:32818062, ECO:0007744|PDB:7CH1; TRANSMEM 255..273; /note=Helical; /evidence=ECO:0000269|PubMed:32818062, ECO:0007744|PDB:7CH1; TRANSMEM 282..297; /note=Helical; /evidence=ECO:0000269|PubMed:32818062, ECO:0007744|PDB:7CH1; TRANSMEM 328..348; /note=Helical; /evidence=ECO:0000269|PubMed:32818062, ECO:0007744|PDB:7CH1; TRANSMEM 367..382; /note=Helical; /evidence=ECO:0000269|PubMed:32818062, ECO:0007744|PDB:7CH1; TRANSMEM 391..400; /note=Helical; /evidence=ECO:0000250|UniProtKB:Q8BU91; TRANSMEM 405..423; /note=Helical; /evidence=ECO:0000269|PubMed:32818062, ECO:0007744|PDB:7CH1; TRANSMEM 429..450; /note=Helical; /evidence=ECO:0000269|PubMed:32818062, ECO:0007744|PDB:7CH1; TRANSMEM 465..476; /note=Helical; /evidence=ECO:0000269|PubMed:32818062, ECO:0007744|PDB:7CH1; TRANSMEM 478..489; /note=Helical; /evidence=ECO:0000269|PubMed:32818062, ECO:0007744|PDB:7CH1"
"Q9BYW1","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12175779}; Multi-pass membrane protein {ECO:0000255}.",NA,"TOPO_DOM 1..11; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 33..61; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 83..97; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 119..128; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 150..157; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 179..187; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 209..273; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 295..311; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 333..338; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 360..364; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 386..408; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 430..435; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 457..496; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 12..32; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 62..82; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 98..118; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 129..149; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 158..178; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 188..208; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 274..294; /note=Helical; Name=7; /evidence=ECO:0000255; TRANSMEM 312..332; /note=Helical; Name=8; /evidence=ECO:0000255; TRANSMEM 339..359; /note=Helical; Name=9; /evidence=ECO:0000255; TRANSMEM 365..385; /note=Helical; Name=10; /evidence=ECO:0000255; TRANSMEM 409..429; /note=Helical; Name=11; /evidence=ECO:0000255; TRANSMEM 436..456; /note=Helical; Name=12; /evidence=ECO:0000255"
"Q8TD20","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q8BFW9}; Multi-pass membrane protein {ECO:0000255}. Endomembrane system {ECO:0000250|UniProtKB:Q5J316}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:11832379}. Note=Localizes primarily perinuclear region in the absence of insulin. {ECO:0000269|PubMed:11832379}.",NA,"TOPO_DOM 1..44; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 66..80; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 102..115; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 137; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 159..172; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 194..197; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 219..278; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 300..317; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 339..345; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 367..466; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 488..498; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 520..528; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 550..617; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 45..65; /note=Helical; /evidence=ECO:0000255; TRANSMEM 81..101; /note=Helical; /evidence=ECO:0000255; TRANSMEM 116..136; /note=Helical; /evidence=ECO:0000255; TRANSMEM 138..158; /note=Helical; /evidence=ECO:0000255; TRANSMEM 173..193; /note=Helical; /evidence=ECO:0000255; TRANSMEM 198..218; /note=Helical; /evidence=ECO:0000255; TRANSMEM 279..299; /note=Helical; /evidence=ECO:0000255; TRANSMEM 318..338; /note=Helical; /evidence=ECO:0000255; TRANSMEM 346..366; /note=Helical; /evidence=ECO:0000255; TRANSMEM 467..487; /note=Helical; /evidence=ECO:0000255; TRANSMEM 499..519; /note=Helical; /evidence=ECO:0000255; TRANSMEM 529..549; /note=Helical; /evidence=ECO:0000255"
"Q8IZM9","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:G3UVW3}; Multi-pass membrane protein {ECO:0000255}. Synapse {ECO:0000250|UniProtKB:G3UVW3}. Note=Colocalizes with synaptotagmins and SNAP25. {ECO:0000250|UniProtKB:G3UVW3}.",NA,NA,"TRANSMEM 42..62; /note=Helical; /evidence=ECO:0000255; TRANSMEM 85..105; /note=Helical; /evidence=ECO:0000255; TRANSMEM 111..131; /note=Helical; /evidence=ECO:0000255; TRANSMEM 170..190; /note=Helical; /evidence=ECO:0000255; TRANSMEM 191..211; /note=Helical; /evidence=ECO:0000255; TRANSMEM 250..270; /note=Helical; /evidence=ECO:0000255; TRANSMEM 288..308; /note=Helical; /evidence=ECO:0000255; TRANSMEM 327..347; /note=Helical; /evidence=ECO:0000255; TRANSMEM 371..391; /note=Helical; /evidence=ECO:0000255; TRANSMEM 394..414; /note=Helical; /evidence=ECO:0000255; TRANSMEM 431..451; /note=Helical; /evidence=ECO:0000255"
"Q8IWA5","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:33789160}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion outer membrane {ECO:0000305|PubMed:33789160}; Multi-pass membrane protein {ECO:0000255}. Note=Mainly expressed in mitochondria. {ECO:0000250|UniProtKB:B4F795}.",NA,"TOPO_DOM 1..33; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 55..232; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 254..256; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 278..315; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 337..364; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 386..457; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 481..504; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 526..563; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 585..599; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 621..638; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 660..706; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 34..54; /note=Helical; /evidence=ECO:0000255; TRANSMEM 233..253; /note=Helical; /evidence=ECO:0000255; TRANSMEM 257..277; /note=Helical; /evidence=ECO:0000255; TRANSMEM 316..336; /note=Helical; /evidence=ECO:0000255; TRANSMEM 365..385; /note=Helical; /evidence=ECO:0000255; TRANSMEM 458..480; /note=Helical; /evidence=ECO:0000255; TRANSMEM 505..525; /note=Helical; /evidence=ECO:0000255; TRANSMEM 564..584; /note=Helical; /evidence=ECO:0000255; TRANSMEM 600..620; /note=Helical; /evidence=ECO:0000255; TRANSMEM 639..659; /note=Helical; /evidence=ECO:0000255"
