Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
MARVELD2	"DFNB49, FLJ30532, MRVLDC2, TRIC"	ENSG00000152939	"MARVEL domain containing 2"	Q8N4S9	5	69415065-69444330	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	Hearing		"Deafness, Non-syndromic deafness"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"thyroid gland: 15.7"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"prostate cancer: 15.0"	"Colon - Colon enterocytes, Liver - Hepatocytes, Skin - Keratinocyte (other), Testis - Early spermatids, Testis - Spermatocytes, Thyroid - Thyroid glandular cells"	"Region enriched"	"Detected in some"	8	"cerebellum: 7.9"	"Low region specificity"	"Detected in all"			"HPA018119, HPA061726"	Uncertain		Supported	"Cell Junctions"		NA	NA			"Cluster 11: Basophils - Unknown function"	"Cluster 87: Intestine & Kidney - Transmembrane transport"	"Cluster 24: Prostate cancer - Lipid metabolism"	"Cluster 14: Endometrium - Transcription regulation"	"Cell Junctions"		"HPA018119: AB_2669771, HPA061726: AB_2684595"	"unprognostic (4.11e-2)"	"unprognostic (3.05e-1)"	"unprognostic (1.22e-2)"	"unprognostic (2.44e-3)"	"unprognostic (1.68e-1)"	"unprognostic (1.17e-1)"	"unprognostic (2.49e-1)"	"unprognostic (8.84e-2)"	"unprognostic (2.43e-1)"	"unprognostic (3.47e-2)"	"unprognostic (2.60e-2)"	"unprognostic (1.75e-1)"	"prognostic favorable (2.84e-13)"	"unprognostic (1.78e-1)"	"unprognostic (1.19e-1)"	"unprognostic (3.67e-2)"	"unprognostic (1.82e-1)"
MCMBP	"C10orf119, FLJ13081, MCM-BP"	ENSG00000197771	"Minichromosome maintenance complex binding protein"	Q9BTE3	10	119829404-119892556	"Predicted intracellular proteins"	"Cell cycle, Cell division, DNA replication, Mitosis"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB013792, HPA038481"	Uncertain		Supported	"Nucleoplasm,Cell Junctions,Cytosol"		NA	NA			"Cluster 38: Basophils - Unknown function"	"Cluster 89: Fibroblasts - ECM organization"	"Cluster 67: Non-specific - Mitochondria & RNA binding"	"Cluster 16: Non-specific - RNA binding"	Nucleoplasm	"Cell Junctions, Cytosol"	"CAB013792: , HPA038481: AB_10794620"	"unprognostic (1.26e-1)"	"unprognostic (7.92e-2)"	"unprognostic (4.62e-2)"	"unprognostic (2.31e-2)"	"unprognostic (1.72e-2)"	"unprognostic (4.64e-2)"	"unprognostic (1.31e-3)"	"unprognostic (5.61e-2)"	"unprognostic (2.28e-1)"	"unprognostic (1.06e-1)"	"prognostic unfavorable (2.20e-4)"	"unprognostic (7.32e-2)"	"prognostic unfavorable (6.18e-4)"	"unprognostic (2.23e-2)"	"unprognostic (8.24e-2)"	"unprognostic (2.51e-1)"	"unprognostic (4.87e-2)"
MEF2B	RSRFR2	ENSG00000213999	"Myocyte enhancer factor 2B"	Q02080	19	19145567-19192131	"Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	6	"lymphoid tissue: 39.3"	"Cell type enriched"	"Detected in some"	8	"Plasma cells: 21.2"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	12	"lymphoma: 185.0;Myeloma: 48.5"		"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA004734	Supported		Approved	"Nucleoplasm,Cell Junctions,Cytosol"		NA	NA			"Cluster 1: Neutrophils - Mixed function"	"Cluster 16: Immune cells - Immune response"	"Cluster 64: Lymphoma - Humoral immune response"	"Cluster 34: Plasma cells - Humoral immune response"	"Nucleoplasm, Cytosol"	"Cell Junctions"	"HPA004734: AB_10963939"	"unprognostic (7.31e-3)"	"unprognostic (4.06e-2)"	"unprognostic (9.44e-5)"	"unprognostic (5.07e-2)"	"unprognostic (2.01e-1)"	"unprognostic (7.19e-3)"	"unprognostic (1.64e-1)"	"unprognostic (1.78e-1)"	"unprognostic (2.76e-1)"	"unprognostic (1.98e-2)"	"unprognostic (8.66e-3)"	"unprognostic (1.92e-2)"	"unprognostic (1.56e-11)"	"unprognostic (2.40e-1)"	"unprognostic (1.92e-1)"	"unprognostic (3.68e-1)"	"unprognostic (8.98e-3)"
MEIOC	"C17orf104, FLJ35848"	ENSG00000180336	"Meiosis specific with coiled-coil domain"	A2RUB1	17	44656404-44690308	"Predicted intracellular proteins"	Meiosis			"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	21	"testis: 47.7"	"Group enriched"	"Detected in some"	4	"Early spermatids: 202.8;Late spermatids: 593.5;Spermatocytes: 263.8"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"testis cancer: 12.0"	"Testis - Early spermatids, Testis - Late spermatids, Testis - Spermatocytes"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA027266	Enhanced		Uncertain	"Cell Junctions"		NA	NA				"Cluster 83: Testis - Spermatogenesis"	"Cluster 34: Rabdoid cancer - Embryonic development"	"Cluster 31: Spermatocytes - Spermatogenesis"	"Cell Junctions"		"HPA027266: AB_1848900"	"unprognostic (5.82e-2)"	"unprognostic (6.86e-2)"	"unprognostic (2.50e-2)"	"unprognostic (1.96e-2)"	"unprognostic (9.12e-2)"	"unprognostic (2.31e-1)"	"unprognostic (2.13e-1)"	"unprognostic (3.63e-2)"	"unprognostic (8.89e-2)"	"unprognostic (7.58e-2)"	"unprognostic (6.83e-4)"	"unprognostic (1.85e-1)"	"unprognostic (6.24e-3)"	"unprognostic (1.72e-1)"	"unprognostic (1.75e-1)"	"unprognostic (9.91e-3)"	"unprognostic (8.89e-3)"
MEPCE	"BCDIN3, FLJ20257"	ENSG00000146834	"Methylphosphate capping enzyme"	Q7L2J0	7	100428790-100434118	"Metabolic proteins, Predicted intracellular proteins"		"Methyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB026384, HPA051587"	Supported		Approved	"Nucleoplasm,Cell Junctions"		NA	Yes			"Cluster 26: Non-specific - Mitochondria"	"Cluster 43: Testis - Unknown function"	"Cluster 31: Non-specific - Transcription"	"Cluster 4: Platelets - Platelet activation"	Nucleoplasm	"Cell Junctions"	"CAB026384: , HPA051587: AB_2681544"	"unprognostic (8.59e-2)"	"unprognostic (1.23e-2)"	"unprognostic (3.77e-2)"	"prognostic unfavorable (6.01e-6)"	"unprognostic (1.09e-1)"	"unprognostic (1.53e-2)"	"unprognostic (3.83e-2)"	"unprognostic (2.19e-1)"	"unprognostic (1.69e-2)"	"unprognostic (2.95e-1)"	"unprognostic (1.65e-3)"	"unprognostic (1.09e-1)"	"prognostic favorable (1.01e-10)"	"unprognostic (9.66e-2)"	"unprognostic (9.31e-2)"	"unprognostic (4.57e-1)"	"unprognostic (9.50e-3)"
METTL9	DREV1	ENSG00000197006	"Methyltransferase like 9"	Q9H1A3	16	21597218-21657473	"Predicted intracellular proteins"		"Methyltransferase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Proximal tubular cells: 332.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA053588, HPA056347"	Uncertain		Approved	"Nucleoplasm,Cell Junctions,Cytosol"	"Intracellular and membrane"	NA	NA			"Cluster 10: Basophils - Unknown function"	"Cluster 7: Kidney - Transmembrane transport"	"Cluster 16: Skin cancer - Melanocyte processes"	"Cluster 33: Macrophages - Degranulation"	"Nucleoplasm, Cell Junctions"	Cytosol	"HPA053588: AB_2682203, HPA056347: "	"unprognostic (1.55e-1)"	"unprognostic (2.18e-2)"	"unprognostic (1.98e-3)"	"unprognostic (5.43e-2)"	"unprognostic (5.81e-2)"	"unprognostic (3.13e-1)"	"prognostic unfavorable (8.71e-4)"	"unprognostic (3.44e-2)"	"unprognostic (1.11e-2)"	"unprognostic (7.57e-3)"	"unprognostic (1.73e-2)"	"unprognostic (3.18e-1)"	"unprognostic (1.49e-3)"	"unprognostic (2.14e-1)"	"unprognostic (3.28e-1)"	"unprognostic (5.17e-2)"	"unprognostic (1.65e-1)"
MFAP3L	"KIAA0626, NYD-sp9"	ENSG00000198948	"Microfibril associated protein 3 like"	O75121	4	169986597-170033031	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 65.5;choroid plexus: 88.8"	"Cell type enriched"	"Detected in many"	6	"Late spermatids: 1878.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	5	"basophil: 5.7;eosinophil: 1.8;neutrophil: 3.5"	"Lineage enriched"	"Detected in single"	8	"granulocytes: 5.7"	"Cancer enhanced"	"Detected in many"		"testis cancer: 19.1"	"Colon - Enteric glia cells, Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA017986, HPA062306, HPA077490"	Enhanced		Supported	"Nucleoplasm,Cell Junctions"	"Intracellular and membrane"	NA	NA			"Cluster 46: Basophils - DNA binding"	"Cluster 88: Choroid plexus - Transmembrane transport"	"Cluster 65: Breast cancer - Unknown function"	"Cluster 51: Late spermatids - Spermatogenesis"	Nucleoplasm	"Cell Junctions"	"HPA017986: AB_1853842, HPA062306: , HPA077490: AB_2686842"	"unprognostic (8.04e-3)"	"unprognostic (8.67e-3)"	"unprognostic (3.74e-1)"	"unprognostic (1.28e-2)"	"unprognostic (4.51e-2)"	"unprognostic (7.92e-2)"	"unprognostic (3.50e-2)"	"unprognostic (3.14e-2)"	"unprognostic (2.67e-1)"	"unprognostic (2.33e-1)"	"unprognostic (3.96e-1)"	"unprognostic (7.58e-2)"	"prognostic favorable (1.42e-8)"	"unprognostic (6.59e-3)"	"unprognostic (2.12e-1)"	"unprognostic (1.62e-4)"	"unprognostic (2.40e-3)"
MICALL1	"KIAA1668, MICAL-L1, MIRAB13"	ENSG00000100139	"MICAL like 1"	Q8N3F8	22	37905657-37942822	"Plasma proteins, Predicted intracellular proteins"	"Endocytosis, Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Cytotrophoblasts: 36.4;Syncytiotrophoblasts: 41.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Colon - Smooth muscle cells, Prostate - Smooth muscle cells, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA043480, HPA051956"	Approved		Supported	"Cell Junctions,Centriolar satellite,Cytosol"		NA	NA			"Cluster 48: NK-cells - Unknown function"	"Cluster 11: Squamous epithelial cells - Epithelial cell function"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 22: Squamous epithelial cells - Keratinization"	"Cell Junctions, Centriolar satellite, Cytosol"		"HPA043480: AB_10793950, HPA051956: AB_2681671"	"unprognostic (2.13e-1)"	"unprognostic (1.13e-1)"	"unprognostic (4.94e-2)"	"unprognostic (4.90e-1)"	"unprognostic (1.57e-1)"	"unprognostic (2.37e-1)"	"prognostic unfavorable (3.08e-6)"	"unprognostic (3.46e-2)"	"unprognostic (1.04e-1)"	"unprognostic (7.68e-2)"	"unprognostic (2.42e-3)"	"unprognostic (1.57e-2)"	"unprognostic (6.96e-3)"	"unprognostic (6.61e-2)"	"unprognostic (8.53e-2)"	"unprognostic (1.30e-1)"	"unprognostic (3.92e-2)"
MIGA2	"C9orf54, FAM73B, FLJ00199, FLJ14596"	ENSG00000148343	"Mitoguardin 2"	Q7L4E1	9	129036621-129072082	"Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA041363	Approved		Approved	"Cell Junctions,Cytosol"		NA	NA			"Cluster 34: Basophils - Unknown function"	"Cluster 45: Intestine - Brush border"	"Cluster 55: Non-specific - Unknown function"	"Cluster 4: Platelets - Platelet activation"	Cytosol	"Cell Junctions"	"HPA041363: AB_10794664"	"unprognostic (2.10e-1)"	"unprognostic (4.82e-3)"	"unprognostic (1.07e-1)"	"unprognostic (2.70e-1)"	"unprognostic (1.22e-1)"	"unprognostic (1.35e-2)"	"unprognostic (1.01e-1)"	"unprognostic (3.93e-2)"	"unprognostic (3.07e-3)"	"unprognostic (2.90e-2)"	"prognostic favorable (3.04e-6)"	"unprognostic (1.12e-2)"	"unprognostic (1.44e-3)"	"unprognostic (8.57e-3)"	"unprognostic (1.25e-1)"	"unprognostic (4.63e-2)"	"unprognostic (4.15e-3)"
MLKL	FLJ34389	ENSG00000168404	"Mixed lineage kinase domain like pseudokinase"	Q8NB16	16	74671855-74700960	"Enzymes, Predicted intracellular proteins, Transporters"	Necrosis			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Adipocytes: 30.2;Endothelial cells: 29.3;Macrophages: 25.0;Plasma cells: 25.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Breast - Endothelial cells, Colon - Endothelial cells, Testis - Endothelial cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA078638			Supported	"Plasma membrane,Cell Junctions,Cytosol"		NA	NA			"Cluster 45: Eosinophils - Innate immune response"	"Cluster 40: Neutrophils - Inflammatory response"	"Cluster 3: HUVEC & TIME - Signal transduction"	"Cluster 19: Macrophages - Innate immune response"	"Plasma membrane"	"Cell Junctions, Cytosol"	"HPA078638: "	"unprognostic (7.53e-2)"	"unprognostic (1.74e-2)"	"unprognostic (2.57e-1)"	"prognostic favorable (2.16e-4)"	"unprognostic (1.23e-1)"	"unprognostic (3.07e-1)"	"unprognostic (5.69e-2)"	"unprognostic (3.67e-3)"	"unprognostic (1.90e-1)"	"unprognostic (6.64e-3)"	"unprognostic (1.37e-1)"	"unprognostic (2.74e-1)"	"unprognostic (1.60e-3)"	"unprognostic (5.30e-2)"	"unprognostic (1.26e-2)"	"unprognostic (1.06e-1)"	"unprognostic (1.53e-3)"
MLST8	"GbetaL, GBL, Lst8, Pop3"	ENSG00000167965	"MTOR associated protein, LST8 homolog"	Q9BVC4	16	2204248-2209453	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Late spermatids: 107.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB019935, HPA041841, HPA068631"	Approved		Approved	"Nucleoplasm,Golgi apparatus,Cell Junctions"		NA	NA			"Cluster 27: Non-specific - Gene expression"	"Cluster 39: Non-specific - Mitochondria"	"Cluster 8: Non-specific - Transcription"	"Cluster 16: Non-specific - RNA binding"	Nucleoplasm	"Golgi apparatus, Cell Junctions"	"CAB019935: AB_561447, HPA041841: AB_2677701, HPA068631: "	"unprognostic (2.19e-1)"	"unprognostic (7.68e-2)"	"unprognostic (1.34e-1)"	"unprognostic (1.52e-1)"	"unprognostic (3.35e-3)"	"unprognostic (1.74e-1)"	"unprognostic (8.17e-3)"	"unprognostic (1.52e-1)"	"unprognostic (5.77e-2)"	"unprognostic (5.70e-3)"	"unprognostic (4.62e-2)"	"unprognostic (1.65e-1)"	"prognostic favorable (7.60e-4)"	"unprognostic (8.74e-2)"	"unprognostic (1.20e-1)"	"unprognostic (2.29e-1)"	"unprognostic (5.48e-2)"
MOAP1	"MAP-1, PNMA4"	ENSG00000165943	"Modulator of apoptosis 1"	Q96BY2	14	93182199-93184923	"Predicted intracellular proteins"	"Apoptosis, Autophagy"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Cone photoreceptor cells: 146.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Heart muscle - Cardiomyocytes, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"							"HPA000939, HPA076948"	Enhanced		Approved	"Nucleoplasm,Cell Junctions"		NA	NA			"Cluster 18: Basophils - Vesicular transport"	"Cluster 58: Brain - Synaptic function"	"Cluster 46: Non-specific - Unknown function"	"Cluster 35: Bipolar cells - Visual perception"	Nucleoplasm	"Cell Junctions"	"HPA000939: AB_1079402, HPA076948: "	"unprognostic (9.40e-3)"	"unprognostic (1.26e-1)"	"unprognostic (1.57e-1)"	"unprognostic (7.52e-2)"	"unprognostic (1.21e-1)"	"unprognostic (8.75e-2)"	"unprognostic (1.01e-1)"	"prognostic favorable (7.37e-9)"	"unprognostic (1.98e-1)"	"unprognostic (6.52e-2)"	"unprognostic (1.05e-3)"	"unprognostic (1.58e-2)"	"prognostic favorable (3.15e-6)"	"unprognostic (6.93e-2)"	"unprognostic (1.21e-1)"	"unprognostic (1.61e-1)"	"unprognostic (9.27e-2)"
MPP7	FLJ32798	ENSG00000150054	"Membrane palmitoylated protein 7"	Q5T2T1	10	28050993-28334486	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 37.1"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 91.1;Excitatory neurons: 75.5;Suprabasal keratinocytes: 83.2"	"Low cancer specificity"	"Detected in many"			"Region enhanced"	"Detected in many"		"cerebellum: 4.7"	"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Smooth muscle cells, Lung - Alveolar cells type 2, Skeletal muscle - Skeletal myocytes, Skin - Keratinocyte (other), Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA037597, HPA037598"	Approved		Supported	"Nucleoplasm,Cell Junctions"		NA	NA			"Cluster 45: Eosinophils - Innate immune response"	"Cluster 84: Esophagus - Epithelial cell function"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 3: Suprabasal keratinocytes - Cornification"	"Cell Junctions"	Nucleoplasm	"HPA037597: AB_2675569, HPA037598: AB_10696941"	"unprognostic (1.12e-1)"	"unprognostic (1.24e-1)"	"unprognostic (1.59e-3)"	"unprognostic (1.49e-1)"	"unprognostic (6.64e-2)"	"unprognostic (7.78e-2)"	"unprognostic (9.31e-3)"	"prognostic favorable (5.88e-4)"	"unprognostic (2.15e-1)"	"unprognostic (1.70e-1)"	"unprognostic (1.88e-1)"	"unprognostic (2.26e-1)"	"prognostic favorable (2.79e-14)"	"unprognostic (2.46e-1)"	"unprognostic (1.88e-1)"	"unprognostic (4.66e-2)"	"unprognostic (1.03e-2)"
MPZL2	"EVA, EVA1"	ENSG00000149573	"Myelin protein zero like 2"	O60487	11	118253416-118264536	"Disease related genes, Human disease related genes, Predicted membrane proteins"	"Cell adhesion"		"Deafness, Disease variant, Non-syndromic deafness"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 222.5;urinary bladder: 155.9"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 294.4;Basal respiratory cells: 269.4;Glandular and luminal cells: 182.6;Squamous epithelial cells: 371.0;Suprabasal keratinocytes: 444.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	4	"classical monocyte: 11.6;intermediate monocyte: 9.2;myeloid DC: 17.0;neutrophil: 13.2"	"Group enriched"	"Detected in many"	10	"dendritic cells: 17.0;granulocytes: 13.2;monocytes: 11.6"	"Low cancer specificity"	"Detected in many"			"Colon - Endothelial cells, Kidney - Endothelial cells, Lung - Alveolar cells type 2, Skeletal muscle - Endothelial cells, Testis - Endothelial cells"	"Low region specificity"	"Detected in many"			"Region enriched"	"Detected in many"	5	"spinal cord: 38.8"	HPA060740	Approved		Approved	"Cell Junctions"		NA	NA			"Cluster 28: Myeloid DCs - Unknown function"	"Cluster 84: Esophagus - Epithelial cell function"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 22: Squamous epithelial cells - Keratinization"	"Cell Junctions"		"HPA060740: AB_2684352"	"unprognostic (1.74e-1)"	"unprognostic (6.02e-2)"	"unprognostic (8.23e-2)"	"unprognostic (3.28e-3)"	"unprognostic (9.95e-3)"	"unprognostic (1.56e-1)"	"unprognostic (2.11e-3)"	"unprognostic (3.58e-1)"	"unprognostic (7.39e-2)"	"unprognostic (5.45e-2)"	"prognostic unfavorable (1.14e-4)"	"unprognostic (1.91e-1)"	"unprognostic (3.91e-2)"	"unprognostic (3.07e-2)"	"unprognostic (1.80e-1)"	"prognostic favorable (1.62e-4)"	"unprognostic (2.08e-2)"
