Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
IL6	"BSF2, HGF, HSF, IFNB2, IL-6"	ENSG00000136244	"Interleukin 6"	P05231	7	22725884-22732002	"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Acute phase"	"Cytokine, Growth factor"	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adipose tissue: 217.6;urinary bladder: 281.3"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 184.9;Endometrial ciliated cells: 142.3;Endothelial cells: 211.0;Glandular and luminal cells: 333.0;Smooth muscle cells: 283.8"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	44	"memory B-cell: 3.9;naive B-cell: 4.8"	"Lineage enriched"	"Detected in single"	48	"B-cells: 4.8"	"Cancer enhanced"	"Detected in many"		"Kidney cancer: 233.7"	"Colon - Neutrophils"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"CAB023406, CAB072821"	Supported		Approved	Vesicles	"Secreted to blood"	NA	NA	5700		"Cluster 21: B-cells - Adaptive immune response"	"Cluster 82: Adipose tissue - ECM organization"	"Cluster 3: HUVEC & TIME - Signal transduction"	"Cluster 72: Smooth muscle cells - ECM organization"	Vesicles		"CAB023406: AB_617317, CAB072821: "	"unprognostic (1.13e-1)"	"unprognostic (1.55e-2)"	"unprognostic (1.47e-1)"	"unprognostic (1.35e-1)"	"unprognostic (3.59e-2)"	"unprognostic (9.88e-3)"	"unprognostic (1.35e-1)"	"unprognostic (3.07e-3)"	"unprognostic (3.25e-1)"	"unprognostic (2.17e-1)"	"unprognostic (2.48e-2)"	"unprognostic (8.57e-2)"	"prognostic unfavorable (1.10e-11)"	"unprognostic (2.45e-3)"	"unprognostic (2.10e-1)"	"unprognostic (4.31e-2)"	"unprognostic (7.80e-2)"
ILVBL	"209L8, AHAS, FLJ39061, HACL1L, ILV2H, MGC1269, MGC19535"	ENSG00000105135	"IlvB acetolactate synthase like"	A1L0T0	19	15114984-15125786	"Predicted intracellular proteins, Predicted membrane proteins"	"Fatty acid metabolism, Lipid metabolism"	Lyase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Extravillous trophoblasts: 165.9;Syncytiotrophoblasts: 322.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Heart muscle - Cardiomyocytes, Testis - Sertoli cells, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA067682	Approved		Approved	"Golgi apparatus,Vesicles"		NA	NA			"Cluster 12: Non-specific - Basic cellular processes"	"Cluster 18: Non-specific - Mitochondria"	"Cluster 53: Non-specific - mRNA processing"	"Cluster 67: Syncytiotrophoblasts - Pregnancy"	"Golgi apparatus, Vesicles"		"HPA067682: AB_2685885"	"unprognostic (5.68e-2)"	"unprognostic (1.86e-1)"	"unprognostic (3.72e-2)"	"prognostic unfavorable (1.52e-4)"	"unprognostic (8.59e-2)"	"unprognostic (1.53e-1)"	"unprognostic (4.04e-2)"	"unprognostic (2.53e-1)"	"unprognostic (3.83e-1)"	"unprognostic (5.60e-2)"	"unprognostic (1.77e-2)"	"unprognostic (2.61e-1)"	"prognostic favorable (1.91e-8)"	"unprognostic (4.65e-2)"	"unprognostic (1.68e-1)"	"unprognostic (1.40e-1)"	"unprognostic (2.40e-1)"
INHA		ENSG00000123999	"Inhibin subunit alpha"	P05111	2	219569162-219575711	"Predicted secreted proteins"		"Growth factor, Hormone"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"adrenal gland: 75.6;ovary: 104.4;testis: 95.3"	"Group enriched"	"Detected in some"	4	"Granulosa cells: 353.4;Sertoli cells: 113.3;Syncytiotrophoblasts: 339.0"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"breast cancer: 9.0"		"Low region specificity"	"Detected in all"			"Not detected"	"Not detected"			"CAB000047, HPA019141, HPA048834"	Enhanced		Approved	"Golgi apparatus,Vesicles"	"Secreted to blood"	NA	NA				"Cluster 89: Fibroblasts - ECM organization"	"Cluster 40: Non-specific - Enzymes"	"Cluster 17: Granulosa cells - Transcription regulation"	Vesicles	"Golgi apparatus"	"CAB000047: AB_322161, HPA019141: AB_1851789, HPA048834: "	"unprognostic (8.90e-3)"	"unprognostic (2.91e-2)"	"unprognostic (2.82e-1)"	"unprognostic (7.55e-2)"	"unprognostic (1.02e-3)"	"unprognostic (1.45e-1)"	"unprognostic (3.57e-1)"	"unprognostic (9.61e-3)"	"unprognostic (4.15e-3)"	"unprognostic (6.71e-2)"	"unprognostic (3.73e-1)"	"unprognostic (7.34e-2)"	"prognostic unfavorable (4.03e-5)"	"unprognostic (4.85e-2)"	"unprognostic (7.20e-2)"	"unprognostic (1.93e-1)"	"unprognostic (4.43e-2)"
INHBE	"activin, MGC4638"	ENSG00000139269	"Inhibin subunit beta E"	P58166	12	57452323-57459280	"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"		"Growth factor, Hormone"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	88	"liver: 148.4"	"Group enriched"	"Detected in some"	6	"Hepatocytes: 33.8;Kupffer cells: 10.9"	"Cancer enriched"	"Detected in some"	27	"liver cancer: 34.4"	"Region enhanced"	"Detected in some"		"cerebellum: 1.6"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	6	"Myeloma: 85.3"	"Skeletal muscle - Skeletal myocytes"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA016843, CAB034017"	Enhanced		Supported	Vesicles	"Secreted to blood"	NA	NA		3500000	"Cluster 17: Basophils - Unknown function"	"Cluster 62: Liver - Hemostasis"	"Cluster 44: Myeloma - Humoral immune response"	"Cluster 29: Hepatocytes - Metabolism"	Vesicles		"CAB034017: AB_2233745, HPA016843: AB_1851796"	"unprognostic (7.34e-2)"	"unprognostic (6.73e-2)"	"unprognostic (3.45e-1)"	"unprognostic (4.69e-5)"	"unprognostic (2.61e-1)"	"unprognostic (2.50e-1)"	"unprognostic (3.13e-1)"	"unprognostic (1.24e-1)"	"unprognostic (8.79e-3)"	"unprognostic (1.44e-1)"	"unprognostic (3.22e-1)"	"unprognostic (2.70e-1)"	"prognostic unfavorable (5.66e-8)"	"unprognostic (4.09e-3)"	"unprognostic (1.56e-1)"	"unprognostic (3.57e-2)"	"unprognostic (7.52e-3)"
INKA1	"C3orf54, FAM212A"	ENSG00000185614	"Inka box actin regulator 1"		3	49803261-49805030	"Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"			"Tissue enhanced"	"Detected in many"		"skin 1: 24.1"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 21.9;Basal respiratory cells: 23.6;granulocytes: 34.6;Hofbauer cells: 51.1;Squamous epithelial cells: 24.0;Suprabasal keratinocytes: 28.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	5	"basophil: 59.6;memory B-cell: 65.9;naive B-cell: 64.4"	"Group enriched"	"Detected in many"	7	"B-cells: 65.9;granulocytes: 59.6"	"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 30.1;Leukemia: 32.9"	"Skin - Keratinocyte (other)"	"Low region specificity"	"Detected in all"							HPA041879	Uncertain		Approved	Nucleoplasm,Vesicles		NA	NA			"Cluster 19: B-cells - Humoral immune response"	"Cluster 11: Squamous epithelial cells - Epithelial cell function"	"Cluster 17: RS4;11 - Unknown function"	"Cluster 4: Platelets - Platelet activation"	"Nucleoplasm, Vesicles"		"HPA041879: AB_10797269"	"unprognostic (1.36e-1)"	"unprognostic (2.99e-2)"	"unprognostic (6.97e-2)"	"unprognostic (7.95e-2)"	"unprognostic (1.34e-1)"	"prognostic favorable (1.96e-4)"	"unprognostic (2.70e-2)"	"unprognostic (4.35e-2)"	"unprognostic (7.28e-2)"	"unprognostic (2.94e-1)"	"unprognostic (3.35e-3)"	"unprognostic (4.61e-2)"	"unprognostic (1.90e-3)"	"unprognostic (4.95e-2)"	"unprognostic (3.90e-2)"	"unprognostic (1.45e-1)"	"unprognostic (1.40e-2)"
INKA2	"C1orf183, FAM212B, FLJ31105"	ENSG00000197852	"Inka box actin regulator 2"	Q9NTI7	1	111680630-111755824	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Late spermatids: 26.2;Sertoli cells: 22.1"	"Cancer enhanced"	"Detected in many"		"glioma: 6.4"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in many"	13	"neutrophil: 25.2"	"Lineage enriched"	"Detected in many"	13	"granulocytes: 25.2"	"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA027809, HPA027810, HPA027811"	Approved		Supported	Nucleoplasm,Nucleoli,Vesicles		NA	NA			"Cluster 50: Neutrophils - Cellular senescence"	"Cluster 47: Non-specific - Unknown function"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 4: Platelets - Platelet activation"	Nucleoplasm	"Nucleoli, Vesicles"	"HPA027809: AB_10599616, HPA027810: , HPA027811: AB_10600872"	"unprognostic (1.92e-1)"	"unprognostic (9.70e-3)"	"unprognostic (1.84e-1)"	"unprognostic (1.85e-2)"	"unprognostic (2.81e-2)"	"prognostic favorable (4.51e-5)"	"unprognostic (9.96e-4)"	"unprognostic (1.15e-1)"	"unprognostic (1.36e-2)"	"unprognostic (9.50e-3)"	"unprognostic (9.92e-5)"	"unprognostic (8.66e-2)"	"unprognostic (1.31e-3)"	"unprognostic (2.84e-1)"	"unprognostic (1.42e-1)"	"unprognostic (3.03e-3)"	"unprognostic (5.07e-2)"
INMT		ENSG00000241644	"Indolethylamine N-methyltransferase"	O95050	7	30697985-30757602	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	Detoxification	"Methyltransferase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 205.8"	"Cell type enhanced"	"Detected in some"		"Fibroblasts: 84.2;Leydig cells: 282.4;Peritubular cells: 447.6;Smooth muscle cells: 85.3;Thymic epithelial cells: 165.9"	"Cancer enhanced"	"Detected in many"		"thyroid cancer: 22.2"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"basophil: 1.6"	"Low lineage specificity"	"Detected in single"			"Cancer enhanced"	"Detected in single"		"skin cancer: 2.1"	"Adipose visceral - Mesothelial cells, Prostate - Smooth muscle cells"									HPA061343			Approved	"Golgi apparatus,Vesicles"		NA	NA			"Cluster 17: Basophils - Unknown function"	"Cluster 82: Adipose tissue - ECM organization"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 66: Endothelial cells - Angiogenesis"	"Golgi apparatus, Vesicles"		"HPA061343: AB_2684483"	"unprognostic (1.70e-1)"	"unprognostic (4.36e-2)"	"unprognostic (5.26e-2)"	"unprognostic (6.78e-3)"	"unprognostic (1.59e-1)"	"unprognostic (3.39e-4)"	"prognostic favorable (5.72e-4)"	"unprognostic (3.08e-2)"	"unprognostic (3.94e-2)"	"unprognostic (1.59e-1)"	"unprognostic (8.51e-2)"	"unprognostic (9.07e-2)"	"unprognostic (4.97e-2)"	"unprognostic (1.62e-2)"	"unprognostic (1.43e-2)"	"unprognostic (9.71e-2)"	"unprognostic (1.58e-2)"
INPP5F	"hSac2, KIAA0966, SAC2"	ENSG00000198825	"Inositol polyphosphate-5-phosphatase F"	Q9Y2H2	10	119726042-119829147	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"		Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"brain: 135.3"	"Cell type enhanced"	"Detected in all"		"Excitatory neurons: 78.3;Inhibitory neurons: 127.4;Late spermatids: 92.5"	"Cancer enhanced"	"Detected in all"		"testis cancer: 27.4"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Group enriched"	"Detected in all"	5	"skin cancer: 72.2;testis cancer: 181.5"	"Prostate - Fibroblasts, Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA042605			Supported	Vesicles		NA	NA			"Cluster 23: Antigen presenting cells - Antigen presentation"	"Cluster 26: Pituitary gland - Hormone signaling"	"Cluster 33: Skin cancer - Membrane components"	"Cluster 36: Spermatids - Spermatogenesis"	Vesicles		"HPA042605: AB_10793886"	"unprognostic (2.65e-2)"	"unprognostic (3.23e-1)"	"unprognostic (3.42e-2)"	"unprognostic (5.84e-2)"	"unprognostic (1.87e-2)"	"unprognostic (1.57e-3)"	"unprognostic (2.46e-3)"	"unprognostic (2.21e-1)"	"unprognostic (1.12e-1)"	"unprognostic (8.09e-2)"	"unprognostic (2.09e-1)"	"unprognostic (6.46e-2)"	"unprognostic (7.78e-2)"	"unprognostic (1.02e-1)"	"unprognostic (9.91e-2)"	"unprognostic (2.96e-2)"	"unprognostic (6.21e-2)"
INSIG1	"CL-6, MGC1405"	ENSG00000186480	"Insulin induced gene 1"	O15503	7	155297776-155310235	"Plasma proteins, Predicted membrane proteins, Transporters"	"Cholesterol metabolism, Lipid metabolism, Steroid metabolism, Sterol metabolism"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in all"	5	"liver: 563.4"	"Cell type enriched"	"Detected in all"	7	"Langerhans cells: 5156.6"	"Cancer enriched"	"Detected in all"	5	"liver cancer: 142.8"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in all"	5	"intermediate monocyte: 272.8;non-classical monocyte: 500.8"	"Lineage enriched"	"Detected in all"	6	"monocytes: 500.8"	"Low cancer specificity"	"Detected in all"			"Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA071524			Uncertain	Vesicles		NA	NA			"Cluster 51: Monocytes - Innate immune response"	"Cluster 85: Liver - Metabolism"	"Cluster 44: Myeloma - Humoral immune response"	"Cluster 75: Myeloid cells - Innate immune response"	Vesicles		"HPA071524: "	"unprognostic (8.11e-2)"	"unprognostic (3.22e-1)"	"unprognostic (2.91e-1)"	"unprognostic (1.47e-1)"	"unprognostic (9.23e-2)"	"unprognostic (3.83e-2)"	"unprognostic (2.05e-2)"	"unprognostic (3.06e-1)"	"unprognostic (1.60e-2)"	"unprognostic (1.52e-1)"	"unprognostic (4.64e-2)"	"unprognostic (2.12e-1)"	"unprognostic (1.26e-1)"	"unprognostic (1.85e-1)"	"unprognostic (1.91e-1)"	"prognostic unfavorable (9.62e-4)"	"unprognostic (4.97e-2)"
INSL4	EPIL	ENSG00000120211	"Insulin like 4"	Q14641	9	5231419-5235304	"Predicted secreted proteins"		Hormone		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	11	"placenta: 15.9"	"Cell type enriched"	"Detected in some"	14	"Syncytiotrophoblasts: 4431.4"	"Cancer enhanced"	"Detected in some"		"lung cancer: 1.5"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"lung cancer: 2.6;testis cancer: 2.0"										HPA065145			Approved	Vesicles	"Secreted to blood"	NA	NA				"Cluster 28: Placenta - Pregnancy"	"Cluster 40: Non-specific - Enzymes"	"Cluster 67: Syncytiotrophoblasts - Pregnancy"	Vesicles		"HPA065145: "		"unprognostic (9.77e-2)"						"unprognostic (2.02e-1)"		"unprognostic (4.66e-1)"				"unprognostic (7.74e-2)"			
INSR	CD220	ENSG00000171105	"Insulin receptor"	P06213	19	7112255-7294414	"CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins"	"Carbohydrate metabolism"	"Kinase, Receptor, Transferase, Tyrosine-protein kinase"	"Diabetes mellitus, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Group enriched"	"Detected in many"	8	"dendritic cells: 9.8;granulocytes: 5.9;monocytes: 12.5"	"Cancer enhanced"	"Detected in all"		"Myeloma: 22.8"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA036302, HPA036303"	Uncertain		Approved	"Vesicles,Plasma membrane"		NA	Yes		190000	"Cluster 31: Non-specific - Inflammatory response"	"Cluster 22: Non-specific - Unknown function"	"Cluster 23: B-cell cancers - Adaptive immune response"	"Cluster 17: Granulosa cells - Transcription regulation"	"Vesicles, Plasma membrane"		"HPA036302: AB_2675048, HPA036303: "	"unprognostic (4.64e-2)"	"unprognostic (2.42e-1)"	"unprognostic (9.65e-3)"	"unprognostic (9.70e-2)"	"unprognostic (1.44e-1)"	"unprognostic (1.15e-2)"	"unprognostic (2.58e-1)"	"unprognostic (5.09e-2)"	"unprognostic (1.97e-1)"	"unprognostic (3.05e-1)"	"unprognostic (9.29e-2)"	"unprognostic (1.86e-1)"	"unprognostic (6.33e-2)"	"unprognostic (3.45e-3)"	"unprognostic (2.43e-1)"	"unprognostic (2.75e-1)"	"unprognostic (8.82e-2)"
INTS13	"ASUN, C12orf11, FLJ10637, Mat89Bb, NET48, SPATA30"	ENSG00000064102	"Integrator complex subunit 13"	Q9NVM9	12	26905181-26938326	"Predicted intracellular proteins"	"Cell cycle, Cell division, Mitosis"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Oligodendrocytes: 46.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Adipose progenitor cells, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA039543, HPA040109, HPA073020"	Uncertain		Enhanced	"Nucleoplasm,Nuclear bodies,Vesicles"		NA	NA			"Cluster 4: T-regs - Cell cycle regulation"	"Cluster 20: Retina & Lymphoid tissues - Unknown function"	"Cluster 45: Non-specific - Cell proliferation"	"Cluster 18: Non-specific - Mixed function"	Nucleoplasm	"Nuclear bodies, Vesicles"	"HPA039543: AB_10795150, HPA040109: , HPA073020: "	"unprognostic (2.09e-1)"	"unprognostic (8.48e-3)"	"unprognostic (2.75e-2)"	"unprognostic (1.40e-3)"	"unprognostic (3.94e-2)"	"unprognostic (3.01e-2)"	"prognostic unfavorable (1.17e-10)"	"unprognostic (5.22e-3)"	"unprognostic (5.28e-2)"	"unprognostic (1.67e-2)"	"unprognostic (1.78e-3)"	"unprognostic (3.75e-3)"	"prognostic unfavorable (3.16e-6)"	"unprognostic (1.02e-1)"	"unprognostic (8.51e-2)"	"unprognostic (4.37e-2)"	"unprognostic (4.78e-2)"
IPO9	"FLJ10402, Imp9"	ENSG00000198700	"Importin 9"	Q96P70	1	201829149-201884291	"Predicted intracellular proteins, Transporters"	"Protein transport, Transport"	Chaperone		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA059540			Approved	Vesicles,Cytosol	"Intracellular and membrane"	NA	NA		70000	"Cluster 12: Non-specific - Basic cellular processes"	"Cluster 35: Non-specific - Unknown function"	"Cluster 18: Non-specific - RNA binding"	"Cluster 41: Alveolar cells - Lung function"	Cytosol	Vesicles	"HPA059540: "	"unprognostic (1.20e-1)"	"unprognostic (1.37e-1)"	"unprognostic (7.44e-3)"	"unprognostic (2.02e-2)"	"unprognostic (1.13e-1)"	"unprognostic (4.99e-2)"	"prognostic unfavorable (4.11e-5)"	"unprognostic (8.92e-3)"	"unprognostic (2.23e-3)"	"unprognostic (2.52e-1)"	"unprognostic (1.05e-1)"	"unprognostic (1.11e-1)"	"prognostic unfavorable (2.86e-4)"	"unprognostic (5.05e-2)"	"unprognostic (2.57e-1)"	"unprognostic (3.13e-2)"	"prognostic unfavorable (5.78e-4)"
IQCC	FLJ10547	ENSG00000160051	"IQ motif containing C"	Q4KMZ1	1	32205671-32208682	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Spermatocytes: 22.2;Spermatogonia: 9.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Lung - Respiratory ciliated cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA028602, HPA028686"	Approved		Approved	Vesicles		NA	NA			"Cluster 37: B-cells - Transcription"	"Cluster 42: Ciliated cells - Cilium & Cell projection"	"Cluster 41: Non-specific - Cilium assembly"	"Cluster 31: Spermatocytes - Spermatogenesis"	Vesicles		"HPA028602: AB_10600298, HPA028686: AB_10601985"	"unprognostic (1.45e-3)"	"unprognostic (4.25e-3)"	"unprognostic (2.07e-1)"	"unprognostic (1.76e-1)"	"unprognostic (2.56e-1)"	"unprognostic (4.00e-3)"	"unprognostic (7.81e-6)"	"prognostic favorable (5.65e-4)"	"unprognostic (4.97e-2)"	"unprognostic (2.97e-2)"	"prognostic favorable (8.23e-5)"	"unprognostic (2.00e-1)"	"unprognostic (3.28e-1)"	"unprognostic (3.12e-3)"	"prognostic favorable (3.79e-4)"	"unprognostic (4.22e-2)"	"unprognostic (1.66e-1)"
